Amostra,Sinal_Original,Sinal_Filtrado
44428,7888.000000,561.777464
44429,3217.000000,4219.652814
44430,-3785.000000,4819.806286
44431,-8044.000000,1927.273596
44432,-6473.000000,-2361.739371
44433,-211.000000,-4938.970142
44434,6204.000000,-3936.722321
44435,8122.000000,-81.488246
44436,4154.000000,3832.594720
44437,-2827.000000,4968.643189
44438,-7757.000000,2503.179307
44439,-7065.000000,-1776.609352
44440,-1250.000000,-4768.286597
44441,5471.000000,-4303.082212
44442,8226.000000,-718.202386
44443,5016.000000,3387.316508
44444,-1831.000000,5036.779061
44445,-7350.000000,3034.219423
44446,-7540.000000,-1168.314404
44447,-2262.000000,-4523.610311
44448,4657.000000,-4598.615924
44449,8198.000000,-1338.872706
44450,5794.000000,2891.672097
44451,-813.000000,5024.939847
44452,-6830.000000,3513.774106
44453,-7892.000000,-545.680898
44454,-3229.000000,-4208.810738
44455,3776.000000,-4818.562150
44456,8043.000000,-1932.741202
44457,6474.000000,2355.193440
44458,209.000000,4934.523483
44459,-6208.000000,3934.028530
44460,-8121.000000,79.552056
44461,-4141.000000,-3832.448306
44462,2844.000000,-4963.563984
44463,7765.000000,-2493.069683
44464,7052.000000,1786.400350
44465,1220.000000,4769.461473
44466,-5497.000000,4291.260753
44467,-8224.000000,698.854896
44468,-4982.000000,-3400.445437
44469,1876.000000,-5031.480397
44470,7372.000000,-3010.593349
44471,7518.000000,1195.364341
44472,2206.000000,4533.622654
44473,-4708.000000,4580.977258
44474,-8203.000000,1302.991500
44475,-5744.000000,-2920.695609
44476,887.000000,-5023.843424
44477,6873.000000,-3479.536795
44478,7869.000000,590.970127
44479,3150.000000,4232.091647
44480,-3856.000000,4799.933483
44481,-8062.000000,1882.228806
44482,-6413.000000,-2402.172399
44483,-107.000000,-4941.963836
44484,6277.000000,-3892.774930
44485,8102.000000,-16.601204
44486,4042.000000,3871.408825
44487,-2954.000000,4947.387336
44488,-7805.000000,2429.781798
44489,-6985.000000,-1852.685146
44490,-1091.000000,-4789.087687
44491,5596.000000,-4246.274018
44492,8217.000000,-618.656981
44493,4869.000000,3458.327508
44494,-2018.000000,5022.707847
44495,-7438.000000,2937.825298
44496,-7453.000000,-1281.451428
44497,-2053.000000,-4569.344379
44498,4841.000000,-4536.754266
44499,8216.000000,-1207.213798
44500,5620.000000,2999.671783
44501,-1061.000000,5026.445865
44502,-6970.000000,3400.112929
44503,-7814.000000,-697.277672
44504,-2977.000000,-4287.685361
44505,4023.000000,-4761.457440
44506,8099.000000,-1774.310704
44507,6287.000000,2502.320787
44508,-96.000000,4959.602152
44509,-6409.000000,3811.194666
44510,-8063.000000,-107.978944
44511,-3854.000000,-3948.588131
44512,3157.000000,-4918.289964
44513,7873.000000,-2311.990327
44514,6863.000000,1975.226829
44515,863.000000,4825.914316
44516,-5765.000000,4167.216858
44517,-8200.000000,478.246174
44518,-4671.000000,-3558.204943
44519,2255.000000,-5006.609395
44520,7542.000000,-2813.593342
44521,7342.000000,1425.821068
44522,1801.000000,4627.923231
44523,-5049.000000,4463.509352
44524,-8227.000000,1052.340048
44525,-5420.000000,-3124.202115
44526,1331.000000,-5027.890728
44527,7113.000000,-3273.756810
44528,7720.000000,861.994540
44529,2709.000000,4370.304681
44530,-4273.000000,4698.530716
44531,-8147.000000,1607.776090
44532,-6091.000000,-2653.000213
44533,398.000000,-4983.082866
44534,6597.000000,-3686.646520
44535,7995.000000,292.785921
44536,3574.000000,4059.049886
44537,-3449.000000,4871.011393
44538,-7961.000000,2137.650296
44539,-6678.000000,-2151.466256
44540,-533.000000,-4874.210882
44541,5998.000000,-4048.758524
44542,8164.000000,-276.264115
44543,4386.000000,3697.043090
44544,-2586.000000,4978.699587
44545,-7676.000000,2635.461150
44546,-7176.000000,-1626.736694
44547,-1450.000000,-4704.371444
44548,5330.000000,-4356.435440
44549,8230.000000,-836.476995
44550,5135.000000,3292.223711
44551,-1699.000000,5023.063603
44552,-7296.000000,3095.650744
44553,-7579.000000,-1086.200735
44554,-2341.000000,-4476.725909
44555,4602.000000,-4606.387139
44556,8194.000000,-1380.670409
44557,5816.000000,2850.852376
44558,-799.000000,5005.659291
44559,-6832.000000,3513.889088
44560,-7887.000000,-537.681173
44561,-3196.000000,-4197.303979
44562,3824.000000,-4798.761951
44563,8058.000000,-1903.850107
44564,6420.000000,2378.175305
44565,104.000000,4927.229676
44566,-6288.000000,3885.906152
44567,-8097.000000,13.084023
44568,-4006.000000,-3869.018175
44569,3006.000000,-4931.366607
44570,7827.000000,-2399.657960
44571,6942.000000,1880.920378
44572,997.000000,4790.241129
44573,-5675.000000,4207.684118
44574,-8210.000000,557.969980
44575,-4760.000000,-3498.384694
44576,2160.000000,-5004.414519
44577,7505.000000,-2862.315495
44578,7379.000000,1366.266454
44579,1871.000000,4598.461845
44580,-5000.000000,4477.649051
44581,-8226.000000,1091.991198
44582,-5453.000000,-3089.774527
44583,1297.000000,-5018.314612
44584,7101.000000,-3287.236536
44585,7726.000000,841.016878
44586,2717.000000,4355.801042
44587,-4274.000000,4693.899361
44588,-8148.000000,1608.732308
44589,-6077.000000,-2649.480955
44590,427.000000,-4974.616277
44591,6619.000000,-3670.659909
44592,7983.000000,310.991542
44593,3523.000000,4065.710993
44594,-3508.000000,4854.332829
44595,-7979.000000,2101.448215
44596,-6629.000000,-2184.529413
44597,-441.000000,-4876.523220
44598,6068.000000,-4010.335351
44599,8149.000000,-218.081677
44600,4284.000000,3733.037167
44601,-2708.000000,4959.948787
44602,-7724.000000,2567.318058
44603,-7102.000000,-1698.791225
44604,-1296.000000,-4724.792451
44605,5456.000000,-4302.073787
44606,8225.000000,-739.267275
44607,4990.000000,3362.922062
44608,-1887.000000,5010.159600
44609,-7387.000000,3000.168399
44610,-7494.000000,-1199.745874
44611,-2130.000000,-4523.636833
44612,4790.000000,-4544.913208
44613,8213.000000,-1247.910826
44614,5638.000000,2960.214292
44615,-1054.000000,5006.715905
44616,-6976.000000,3397.202249
44617,-7804.000000,-692.957079
44618,-2932.000000,-4276.881406
44619,4081.000000,-4737.285863
44620,8114.000000,-1737.939771
44621,6221.000000,2530.702323
44622,-217.000000,4951.000681
44623,-6495.000000,3755.157966
44624,-8030.000000,-183.327773
44625,-3698.000000,-3987.670962
44626,3335.000000,-4878.960283
44627,7932.000000,-2206.134995
44628,6733.000000,2078.125057
44629,615.000000,4843.806234
44630,-5953.000000,4070.314417
44631,-8171.000000,322.831215
44632,-4419.000000,-3660.519766
44633,2563.000000,-4969.160017
44634,7671.000000,-2646.842609
44635,7173.000000,1609.311576
44636,1433.000000,4689.003035
44637,-5355.000000,4341.701211
44638,-8229.000000,821.264583
44639,-5088.000000,-3299.311556
44640,1773.000000,-5008.175632
44641,7338.000000,-3056.113050
44642,7539.000000,1130.035039
44643,2228.000000,4490.131764
44644,-4711.000000,4567.803214
44645,-8206.000000,1306.337059
44646,-5701.000000,-2909.830581
44647,972.000000,-4998.312943
44648,6935.000000,-3432.239558
44649,7826.000000,643.258987
44650,2995.000000,4248.148350
44651,-4028.000000,4746.385954
44652,-8104.000000,1773.573067
44653,-6253.000000,-2496.137419
44654,171.000000,-4940.053450
44655,6470.000000,-3770.905482
44656,8037.000000,156.142630
44657,3725.000000,3968.851833
44658,-3313.000000,4878.382531
44659,-7927.000000,2219.283290
44660,-6742.000000,-2063.290628
44661,-625.000000,-4836.448479
44662,5949.000000,-4071.544095
44663,8170.000000,-328.298141
44664,4414.000000,3654.701449
44665,-2573.000000,4963.446512
44666,-7677.000000,2640.368740
44667,-7163.000000,-1614.682270
44668,-1407.000000,-4688.003374
44669,5379.000000,-4330.572218
44670,8228.000000,-803.978220
44671,5055.000000,3310.825689
44672,-1818.000000,5002.334460
44673,-7361.000000,3032.513759
44674,-7515.000000,-1156.878889
44675,-2169.000000,-4499.372947
44676,4766.000000,-4548.334614
44677,8211.000000,-1267.913686
44678,5645.000000,2940.445631
44679,-1054.000000,4995.917025
44680,-6981.000000,3393.805783
44681,-7797.000000,-692.852564
44682,-2903.000000,-4271.940733
44683,4117.000000,-4722.801851
44684,8122.000000,-1715.289218
44685,6180.000000,2548.303407
44686,-289.000000,4945.790821
44687,-6546.000000,3721.338102
44688,-8009.000000,-228.414381
44689,-3606.000000,-4010.802356
44690,3439.000000,-4855.571900
44691,7964.000000,-2143.960235
44692,6655.000000,2137.734652
44693,471.000000,4853.116651
44694,-6058.000000,4013.238263
44695,-8150.000000,233.404681
44696,-4270.000000,-3717.410254
44697,2738.000000,-4944.758289
44698,7740.000000,-2549.418493
44699,7070.000000,1713.532529
44700,1220.000000,4720.617911
44701,-5524.000000,4268.621195
44702,-8221.000000,688.812119
44703,-4892.000000,-3395.630795
44704,2023.000000,-4991.375263
44705,7454.000000,-2928.890666
44706,7423.000000,1280.114303
44707,1951.000000,4550.851377
44708,-4952.000000,4486.081886
44709,-8224.000000,1133.190237
44710,-5467.000000,-3050.032664
44711,1297.000000,-4997.117045
44712,7111.000000,-3280.889090
44713,7711.000000,840.423607
44714,2658.000000,4345.413031
44715,-4345.000000,4664.386468
44716,-8162.000000,1563.379276
44717,-5993.000000,-2683.867039
44718,570.000000,-4962.921682
44719,6715.000000,-3602.676031
44720,7936.000000,399.306908
44721,3336.000000,4108.252477
44722,-3711.000000,4804.081080
44723,-8036.000000,1976.429720
44724,-6467.000000,-2300.780215
44725,-154.000000,-4890.365080
44726,6272.000000,-3892.862106
44727,8097.000000,-39.936106
44728,3982.000000,3842.115197
44729,-3055.000000,4905.482716
44730,-7850.000000,2370.065547
44731,-6886.000000,-1904.000020
44732,-870.000000,-4781.048375
44733,5785.000000,-4150.318841
44734,8194.000000,-474.633845
44735,4591.000000,3548.948569
44736,-2382.000000,4968.072388
44737,-7607.000000,2741.390963
44738,-7249.000000,-1497.059950
44739,-1570.000000,-4636.654296
44740,5261.000000,-4373.111752
44741,8231.000000,-899.863141
44742,5159.000000,3233.823314
44743,-1700.000000,4993.818188
44744,-7311.000000,3088.228118
44745,-7555.000000,-1084.133799
44746,-2252.000000,-4460.391983
44747,4704.000000,-4561.996499
44748,8207.000000,-1314.388046
44749,5683.000000,2898.058952
44750,-1014.000000,4982.380614
44751,-6966.000000,3408.157358
44752,-7803.000000,-668.561244
44753,-2910.000000,-4254.213039
44754,4120.000000,-4715.844856
44755,8125.000000,-1714.444070
44756,6161.000000,2545.804911
44757,-328.000000,4935.928801
44758,-6576.000000,3700.473786
44759,-7994.000000,-252.999117
44760,-3540.000000,-4020.582645
44761,3514.000000,-4834.923834
44762,7988.000000,-2097.801498
44763,6592.000000,2180.228702
44764,353.000000,4856.315344
44765,-6145.000000,3964.403742
44766,-8128.000000,159.936432
44767,-4140.000000,-3761.904706
44768,2892.000000,-4919.651497
44769,7798.000000,-2462.491086
44770,6973.000000,1804.009719
44771,1024.000000,4744.531305
44772,-5677.000000,4198.328747
44773,-8207.000000,566.924668
44774,-4704.000000,-3480.965812
44775,2257.000000,-4970.278949
44776,7559.000000,-2806.258618
44777,7304.000000,1420.430900
44778,1680.000000,4602.822832
44779,-5179.000000,4401.612451
44780,-8231.000000,964.761927
44781,-5231.000000,-3181.160075
44782,1615.000000,-4988.157254
44783,7274.000000,-3127.684420
44784,7584.000000,1032.355023
44785,2318.000000,4433.220489
44786,-4653.000000,4574.336348
44787,-8202.000000,1351.969508
44788,-5719.000000,-2864.299316
44789,970.000000,-4973.915927
44790,6946.000000,-3425.488862
44791,7813.000000,642.174684
44792,2933.000000,4237.358234
44793,-4104.000000,4715.778951
44794,-8123.000000,1725.565173
44795,-6165.000000,-2533.735769
44796,327.000000,-4928.940357
44797,6579.000000,-3698.200958
44798,7991.000000,253.007740
44799,3523.000000,4017.880544
44800,-3538.000000,4826.417900
44801,-7995.000000,2083.653289
44802,-6570.000000,-2192.294548
44803,-309.000000,-4855.066946
44804,6178.000000,-3945.243548
44805,8120.000000,-132.329792
44806,4085.000000,3777.835784
44807,-2956.000000,4907.700392
44808,-7821.000000,2425.801117
44809,-6930.000000,-1841.158935
44810,-937.000000,-4752.681271
44811,5746.000000,-4165.707050
44812,8198.000000,-512.363670
44813,4616.000000,3517.920165
44814,-2365.000000,4958.326943
44815,-7605.000000,2748.501166
44816,-7246.000000,-1484.764759
44817,-1552.000000,-4624.893939
44818,5285.000000,-4359.971620
44819,8231.000000,-884.950974
44820,5114.000000,3241.452344
44821,-1768.000000,4980.614474
44822,-7349.000000,3051.855322
44823,-7517.000000,-1124.374056
44824,-2150.000000,-4472.538245
44825,4802.000000,-4526.840121
44826,8216.000000,-1247.220802
44827,5578.000000,2950.739986
44828,-1168.000000,4975.000657
44829,-7055.000000,3334.628325
44830,-7744.000000,-762.078378
44831,-2728.000000,-4297.272005
44832,4298.000000,-4666.592585
44833,8157.000000,-1598.005883
44834,6006.000000,2647.660366
44835,-570.000000,4942.378158
44836,-6726.000000,3595.571564
44837,-7926.000000,-400.328795
44838,-3285.000000,-4100.989902
44839,3777.000000,-4779.514898
44840,8056.000000,-1935.870252
44841,6396.000000,2334.248408
44842,23.000000,4883.698711
44843,-6368.000000,3833.537198
44844,-8065.000000,-42.184472
44845,-3817.000000,-3886.779319
44846,3245.000000,-4866.326576
44847,7914.000000,-2258.803420
44848,6750.000000,2013.615768
44849,608.000000,4801.421114
44850,-5982.000000,4049.318031
44851,-8161.000000,311.794297
44852,-4323.000000,-3655.432774
44853,2704.000000,-4927.197524
44854,7736.000000,-2565.725090
44855,7064.000000,1687.618643
44856,1182.000000,4696.349519
44857,-5572.000000,4241.686658
44858,-8216.000000,658.913050
44859,-4800.000000,-3409.569651
44860,2156.000000,-4963.113380
44861,7522.000000,-2856.007985
44862,7340.000000,1357.567505
44863,1743.000000,4569.705622
44864,-5140.000000,4410.967557
44865,-8231.000000,998.387056
44866,-5249.000000,-3150.526115
44867,1606.000000,-4974.877054
44868,7275.000000,-3128.792136
44869,7578.000000,1025.614722
44870,2288.000000,4423.232037
44871,-4690.000000,4557.109912
44872,-8207.000000,1328.415964
44873,-5667.000000,-2880.275509
44874,1055.000000,-4963.163128
44875,6999.000000,-3383.177082
44876,7776.000000,693.517531
44877,2815.000000,4258.090089
44878,-4225.000000,4679.744206
44879,-8146.000000,1647.287971
44880,-6054.000000,-2600.991982
44881,508.000000,-4929.157914
44882,6694.000000,-3618.580264
44883,7939.000000,363.196924
44884,3322.000000,4076.677768
44885,-3748.000000,4780.295693
44886,-8050.000000,1954.571176
44887,-6408.000000,-2314.045972
44888,-34.000000,-4873.716614
44889,6365.000000,-3834.472482
44890,8064.000000,36.217953
44891,3807.000000,3880.001326
44892,-3262.000000,4858.215082
44893,-7921.000000,2248.435976
44894,-6731.000000,-2021.858029
44895,-568.000000,-4798.804371
44896,6015.000000,-4031.216221
44897,8153.000000,-286.032149
44898,4270.000000,3670.172905
44899,-2769.000000,4915.031308
44900,-7762.000000,2528.936400
44901,-7020.000000,-1725.375015
44902,-1091.000000,-4704.746117
44903,5644.000000,-4207.923530
44904,8208.000000,-602.119747
44905,4708.000000,3448.345795
44906,-2272.000000,4950.670408
44907,-7573.000000,2794.739605
44908,-7277.000000,-1426.317047
44909,-1603.000000,-4593.109837
44910,5256.000000,-4365.304086
44911,8230.000000,-911.312590
44912,5121.000000,3216.032717
44913,-1774.000000,4966.119243
44914,-7357.000000,3045.393092
44915,-7502.000000,-1126.318378
44916,-2100.000000,-4465.187857
44917,4854.000000,-4502.957612
44918,8220.000000,-1211.728575
44919,5508.000000,2975.265231
44920,-1277.000000,4962.372925
44921,-7118.000000,3280.279196
44922,-7695.000000,-827.269364
44923,-2582.000000,-4322.947055
44924,4441.000000,-4621.815487
44925,8179.000000,-1502.906773
44926,5869.000000,2727.276521
44927,-782.000000,4940.440468
44928,-6855.000000,3499.840533
44929,-7857.000000,-529.089040
44930,-3047.000000,-4166.361006
44931,4017.000000,-4721.586892
44932,8110.000000,-1784.093648
44933,6203.000000,2473.168243
44934,-293.000000,4900.816452
44935,-6572.000000,3702.906973
44936,-7989.000000,-234.314679
44937,-3494.000000,-3997.919985
44938,3586.000000,-4803.285769
44939,8012.000000,-2054.634014
44940,6510.000000,2214.091356
44941,189.000000,4844.172352
44942,-6272.000000,3889.239782
44943,-8091.000000,55.921397
44944,-3922.000000,-3818.807242
44945,3150.000000,-4867.259729
44946,7890.000000,-2313.484876
44947,6790.000000,1952.316647
44948,663.000000,4772.691950
44949,-5954.000000,4060.043287
44950,-8165.000000,341.929078
44951,-4330.000000,-3629.327311
44952,2711.000000,-4913.703927
44953,7744.000000,-2560.240559
44954,7044.000000,1688.584536
44955,1128.000000,4687.035722
44956,-5623.000000,4215.107600
44957,-8210.000000,622.314011
44958,-4717.000000,-3430.920102
44959,2270.000000,-4943.120612
44960,7576.000000,-2794.406464
44961,7270.000000,1423.821643
44962,1581.000000,4587.424276
44963,-5280.000000,4353.453158
44964,-8230.000000,895.200440
44965,-5083.000000,-3225.906253
44966,1829.000000,-4957.267715
44967,7386.000000,-3016.475913
44968,7472.000000,1158.734626
44969,2021.000000,4475.371710
44970,-4927.000000,4476.271915
44971,-8225.000000,1160.719295
44972,-5428.000000,-3014.754903
44973,1391.000000,-4956.338292
44974,7179.000000,-3225.400601
44975,7647.000000,895.352498
44976,2448.000000,4352.343932
44977,-4566.000000,4583.781448
44978,-8196.000000,1418.098918
44979,-5750.000000,-2798.461364
44980,957.000000,-4940.622991
44981,6956.000000,-3420.634625
44982,7797.000000,634.774977
44983,2860.000000,4219.488693
44984,-4198.000000,4676.404400
44985,-8144.000000,1666.867042
44986,-6052.000000,-2578.197562
44987,528.000000,-4911.655078
44988,6715.000000,-3603.525815
44989,7924.000000,376.144777
44990,3257.000000,4076.642272
44991,-3825.000000,4754.272178
44992,-8071.000000,1906.616345
44993,-6331.000000,-2354.684220
44994,105.000000,-4869.490127
44995,6463.000000,-3772.714753
44996,8028.000000,122.226561
44997,3638.000000,3926.543865
44998,-3450.000000,4818.557610
44999,-7979.000000,2136.660836
45000,-6589.000000,-2129.837718
45001,-311.000000,-4816.194410
45002,6198.000000,-3929.706007
45003,8109.000000,-128.002330
45004,4004.000000,3768.633195
45005,-3073.000000,4869.268609
45006,-7869.000000,2357.194735
45007,-6827.000000,-1903.770476
45008,-717.000000,-4751.938658
45009,5923.000000,-4073.842022
45010,8168.000000,-372.888725
45011,4352.000000,3604.444961
45012,-2695.000000,4906.715262
45013,-7742.000000,2567.413039
45014,-7042.000000,-1677.344818
45015,-1115.000000,-4676.974651
45016,5640.000000,-4204.975106
45017,8208.000000,-611.721296
45018,4683.000000,3435.479259
45019,-2319.000000,4932.270024
45020,-7599.000000,2767.523896
45021,-7238.000000,-1451.700667
45022,-1502.000000,-4593.032286
45023,5349.000000,-4324.160985
45024,8227.000000,-844.821128
45025,4997.000000,3261.394751
45026,-1944.000000,4945.620477
45027,-7442.000000,2957.346533
45028,-7413.000000,-1227.001948
45029,-1878.000000,-4500.010595
45030,5052.000000,-4430.859300
45031,8230.000000,-1070.833742
45032,5294.000000,3084.459907
45033,-1573.000000,4948.649122
45034,-7273.000000,3137.118585
45035,-7569.000000,-1004.530797
45036,-2242.000000,-4399.685754
45037,4750.000000,-4526.219636
45038,8214.000000,-1290.250918
45039,5574.000000,2904.106110
45040,-1208.000000,4940.495636
45041,-7091.000000,3305.925576
45042,-7707.000000,-784.960247
45043,-2595.000000,-4292.582741
45044,4446.000000,-4610.512601
45045,8182.000000,-1502.371748
45046,5837.000000,2721.963066
45047,-846.000000,4923.048669
45048,-6901.000000,3465.102538
45049,-7826.000000,-568.246953
45050,-2934.000000,-4179.105701
45051,4140.000000,-4683.450260
45052,8136.000000,-1706.301892
45053,6084.000000,2539.266144
45054,-491.000000,4897.174825
45055,-6701.000000,3614.566569
45056,-7928.000000,-354.953208
45057,-3261.000000,-4060.147658
45058,3832.000000,-4746.272919
45059,8075.000000,-1903.205941
45060,6314.000000,2355.037898
45061,-143.000000,4862.047863
45062,-6493.000000,3753.571605
45063,-8014.000000,-145.995149
45064,-3575.000000,-3936.616561
45065,3524.000000,-4799.238326
45066,8001.000000,-2092.340835
45067,6527.000000,2170.650594
45068,197.000000,4818.811514
45069,-6280.000000,3882.250384
45070,-8084.000000,57.687711
45071,-3875.000000,-3809.637699
45072,3218.000000,-4842.703721
45073,7917.000000,-2272.887238
45074,6725.000000,1987.972102
45075,529.000000,4769.637124
45076,-6061.000000,4002.320346
45077,-8140.000000,256.990806
45078,-4162.000000,-3679.329853
45079,2913.000000,-4877.567723
45080,7821.000000,-2446.140940
45081,6907.000000,1805.494492
45082,852.000000,4713.046782
45083,-5837.000000,4112.500218
45084,-8182.000000,450.905885
45085,-4436.000000,-3546.314150
45086,2612.000000,-4903.786962
45087,7716.000000,-2610.975325
45088,7075.000000,1625.339431
45089,1167.000000,4651.446323
45090,-5610.000000,4214.546285
45091,-8210.000000,639.993951
45092,-4698.000000,-3410.939995
45093,2314.000000,-4922.170752
45094,7601.000000,-2768.427481
45095,7229.000000,1446.506024
45096,1472.000000,4583.944896
45097,-5380.000000,4307.561752
45098,-8226.000000,823.315923
45099,-4945.000000,-3273.891461
45100,2019.000000,-4932.660492
45101,7480.000000,-2917.530715
45102,7368.000000,1270.569559
45103,1768.000000,4511.998360
45104,-5150.000000,4392.198857
45105,-8231.000000,1000.415666
45106,-5180.000000,-3136.597057
45107,1730.000000,-4936.841474
45108,7352.000000,-3059.108224
45109,7495.000000,1097.672877
45110,2053.000000,4436.308678
45111,-4919.000000,4469.071804
45112,-8225.000000,1171.638267
45113,-5402.000000,-2998.740903
45114,1447.000000,-4934.335650
45115,7218.000000,-3192.713611
45116,7608.000000,928.110825
45117,2329.000000,4356.907407
45118,-4688.000000,4538.209692
45119,-8209.000000,1336.903013
45120,-5612.000000,-2860.799323
45121,1170.000000,-4925.858090
45122,7079.000000,-3318.862276
45123,7711.000000,762.221624
45124,2593.000000,4274.871009
45125,-4458.000000,4600.221789
45126,-8185.000000,1495.742086
45127,-5809.000000,-2723.806990
45128,899.000000,-4912.228356
45129,6936.000000,-3437.786757
45130,7802.000000,600.059224
45131,2849.000000,4190.425492
45132,-4229.000000,4655.888978
45133,-8152.000000,1649.304533
45134,-5995.000000,-2586.940870
45135,635.000000,-4893.248759
45136,6791.000000,-3549.379753
45137,7881.000000,442.147046
45138,3092.000000,4103.735683
45139,-4004.000000,4703.922982
45140,-8113.000000,1794.953975
45141,-6169.000000,-2453.038185
45142,378.000000,-4870.813099
45143,6642.000000,-3654.578646
45144,7951.000000,288.134955
45145,3326.000000,4015.564980
45146,-3780.000000,4746.527087
45147,-8067.000000,1935.587166
45148,-6332.000000,-2319.711755
45149,128.000000,-4843.733934
45150,6493.000000,-3752.766739
45151,8011.000000,138.891981
45152,3550.000000,3926.624778
45153,-3561.000000,4783.398909
45154,-8014.000000,2069.803204
45155,-6485.000000,-2188.669724
45156,-114.000000,-4813.252383
45157,6342.000000,-3844.642419
45158,8063.000000,-5.924246
45159,3764.000000,3837.020346
45160,-3345.000000,4815.142343
45161,-7957.000000,2198.233988
45162,-6627.000000,-2059.810522
45163,-348.000000,-4779.580948
45164,6191.000000,-3930.147000
45165,8106.000000,-145.894668
45166,3967.000000,3747.029581
45167,-3135.000000,4841.293921
45168,-7896.000000,2319.666508
45169,-6759.000000,-1934.513823
45170,-574.000000,-4743.811324
45171,6040.000000,-4009.947480
45172,8142.000000,-281.088978
45173,4161.000000,3657.394897
45174,-2929.000000,4863.357876
45175,-7830.000000,2435.954913
45176,-6882.000000,-1811.240033
45177,-792.000000,-4705.207650
45178,5891.000000,-4083.765650
45179,8171.000000,-411.099640
45180,4345.000000,3568.505416
45181,-2727.000000,4881.369969
45182,-7762.000000,2546.612689
45183,-6995.000000,-1690.947922
45184,-1001.000000,-4664.511688
45185,5742.000000,-4151.883630
45186,8194.000000,-536.140647
45187,4520.000000,3480.351054
45188,-2532.000000,4895.392025
45189,-7692.000000,2651.213329
45190,-7101.000000,-1574.645996
45191,-1202.000000,-4623.215519
45192,5597.000000,-4215.469627
45193,8210.000000,-656.230250
45194,4685.000000,3393.401639
45195,-2343.000000,4905.677822
45196,-7619.000000,2750.034750
45197,-7198.000000,-1461.668670
45198,-1394.000000,-4580.198474
45199,5453.000000,-4273.591297
45200,8222.000000,-771.058243
45201,4841.000000,3308.029378
45202,-2160.000000,4912.963034
45203,-7546.000000,2843.451223
45204,-7287.000000,-1352.591721
45205,-1578.000000,-4536.713945
45206,5312.000000,-4327.336055
45207,8228.000000,-881.134423
45208,4989.000000,3224.018470
45209,-1984.000000,4917.116503
45210,-7471.000000,2931.508654
45211,-7370.000000,-1247.230518
45212,-1753.000000,-4492.700793
45213,5175.000000,-4376.610169
45214,8231.000000,-985.805013
45215,5128.000000,3142.539844
45216,-1813.000000,4919.317160
45217,-7397.000000,3014.928240
45218,-7445.000000,-1145.493348
45219,-1920.000000,-4448.312949
45220,5041.000000,-4421.686971
45221,8230.000000,-1085.666925
45222,5258.000000,3062.828945
45223,-1650.000000,4918.652620
45224,-7323.000000,3092.616475
45225,-7513.000000,-1048.302315
45226,-2079.000000,-4404.152908
45227,4913.000000,-4462.631869
45228,8225.000000,-1179.995209
45229,5380.000000,2985.981588
45230,-1494.000000,4916.207272
45231,-7250.000000,3165.425718
45232,-7576.000000,-955.508159
45233,-2229.000000,-4360.754595
45234,4787.000000,-4500.388526
45235,8218.000000,-1269.989740
45236,5494.000000,2911.181075
45237,-1345.000000,4911.806346
45238,-7177.000000,3233.561060
45239,-7633.000000,-866.566372
45240,-2371.000000,-4317.477741
45241,4667.000000,-4534.241904
45242,8210.000000,-1354.408747
45243,5601.000000,2840.043230
45244,-1204.000000,4906.754594
45245,-7106.000000,3297.421131
45246,-7685.000000,-782.121824
45247,-2505.000000,-4275.453738
45248,4552.000000,-4565.238993
45249,8198.000000,-1434.350367
45250,5700.000000,2771.100667
45251,-1069.000000,4899.741704
45252,-7037.000000,3356.552579
45253,-7732.000000,-701.969908
45254,-2630.000000,-4234.240930
45255,4442.000000,-4592.836337
45256,8185.000000,-1509.058920
45257,5793.000000,2705.665747
45258,-943.000000,4892.143611
45259,-6972.000000,3411.229408
45260,-7774.000000,-626.994352
45261,-2747.000000,-4195.056733
45262,4339.000000,-4617.887151
45263,8172.000000,-1578.542493
45264,5877.000000,2644.112879
45265,-824.000000,4884.023116
45266,-6908.000000,3461.776549
45267,-7812.000000,-556.226325
45268,-2857.000000,-4157.096035
45269,4240.000000,-4640.541097
45270,8158.000000,-1643.991610
45271,5956.000000,2585.271884
45272,-712.000000,4875.357221
45273,-6846.000000,3508.855271
45274,-7845.000000,-489.132340
45275,-2959.000000,-4119.881021
45276,4147.000000,-4660.037361
45277,8143.000000,-1704.360083
45278,6028.000000,2529.875511
45279,-609.000000,4865.902253
45280,-6789.000000,3551.112909
45281,-7875.000000,-427.882791
45282,-3053.000000,-4085.690485
45283,4061.000000,-4677.898577
45284,8127.000000,-1760.128607
45285,6094.000000,2478.173366
45286,-512.000000,4856.541929
45287,-6735.000000,3590.178116
45288,-7902.000000,-370.553321
45289,-3139.000000,-4053.057751
45290,3981.000000,-4693.481033
45291,8112.000000,-1811.179176
45292,6154.000000,2430.355027
45293,-424.000000,4847.318020
45294,-6684.000000,3625.441296
45295,-7926.000000,-318.025482
45296,-3217.000000,-4022.610753
45297,3908.000000,-4706.985269
45298,8098.000000,-1857.296286
45299,6208.000000,2386.788149
45300,-343.000000,4838.700582
45301,-6637.000000,3657.515962
45302,-7947.000000,-269.877532
45303,-3288.000000,-3994.351637
45304,3841.000000,-4718.846782
45305,8085.000000,-1899.182707
45306,6257.000000,2346.955323
45307,-271.000000,4830.436052
45308,-6595.000000,3685.944999
45309,-7965.000000,-226.846447
45310,-3352.000000,-3968.920489
