Frequencia(Hz),Original_Magnitude,Filtrado_Magnitude
250.40,2338228.875982,2334482.282174
250.50,2340133.259302,2336407.805775
250.60,2341822.075480,2338099.681378
250.70,2342454.971592,2338712.885152
250.80,2341747.528414,2337969.901321
250.90,2340133.778884,2336319.729084
251.00,2338271.913307,2334436.421877
251.10,2337089.076104,2333255.143290
251.20,2337419.792583,2333606.168007
251.30,2338871.054441,2335083.248416
251.40,2340711.110117,2336938.136416
251.50,2342260.390323,2338480.051427
251.60,2342250.979263,2338442.509991
251.70,2341286.729202,2337439.708402
251.80,2339456.944410,2335578.344281
251.90,2337807.965525,2333917.800492
252.00,2337028.982163,2333150.422031
252.10,2337734.553660,2333881.238758
252.20,2339619.232587,2335788.386841
252.30,2341560.582244,2337734.802698
252.40,2342405.627852,2338561.941974
252.50,2342018.172155,2338139.198149
252.60,2340537.958333,2336621.506323
252.70,2338599.893184,2334660.285773
252.80,2337276.955859,2333337.314033
252.90,2337335.169891,2333415.330010
253.00,2338336.412319,2334443.292789
253.10,2340473.861949,2336595.952156
253.20,2341869.321948,2337985.183705
253.30,2342567.698310,2338654.615007
253.40,2341411.156826,2337459.594647
253.50,2339670.126969,2335686.285164
253.60,2337869.951834,2333874.369799
253.70,2337127.016916,2333142.896786
253.80,2337603.512052,2333645.148295
253.90,2339337.180201,2335401.496592
254.00,2341295.442930,2337364.308371
254.10,2342363.355784,2338413.101331
254.20,2342161.946621,2338175.343990
254.30,2340734.160634,2336709.877869
254.40,2338770.768084,2334724.141511
254.50,2337434.789450,2333389.468911
254.60,2337243.375061,2333219.361772
254.70,2338372.696987,2334375.210842
254.80,2340263.726406,2336280.470006
254.90,2342190.840371,2338198.144946
255.00,2342496.659578,2338473.602291
255.10,2341553.663022,2337491.106796
255.20,2339663.245018,2335569.951624
255.30,2337867.394457,2333765.060585
255.40,2337146.550900,2333058.319381
255.50,2337495.899121,2333434.685656
255.60,2339304.910133,2335264.767093
255.70,2341303.431576,2337264.263474
255.80,2342450.850138,2338388.597767
255.90,2342118.155092,2338017.676181
256.00,2340748.198046,2336610.840755
256.10,2338737.683929,2334581.679262
256.20,2337384.568710,2333234.366078
256.30,2337147.805489,2333021.810705
256.40,2338524.141573,2334423.615359
256.50,2340616.608141,2336525.901504
256.60,2342008.564606,2337903.806416
256.70,2342532.323277,2338392.691886
256.80,2341370.587717,2337191.446509
256.90,2339580.791885,2335374.489822
257.00,2337579.992316,2333371.038665
257.10,2337270.755359,2333080.182360
257.20,2337791.358900,2333628.587784
257.30,2339512.315518,2335366.995078
257.40,2341540.936144,2337389.666083
257.50,2342491.974833,2338311.572584
257.60,2342037.761877,2337816.912376
257.70,2340369.966261,2336115.784293
257.80,2338355.270901,2334089.478945
257.90,2337190.536101,2332937.488137
258.00,2337347.322082,2333121.187331
258.10,2338779.244079,2334575.855736
258.20,2340863.893014,2336662.795013
258.30,2342433.954042,2338209.922973
258.40,2342493.668361,2338230.627497
258.50,2341092.375540,2336791.725247
258.60,2339058.666359,2334738.600643
258.70,2337386.541760,2333072.522360
258.80,2337073.290285,2332783.745622
258.90,2338235.973256,2333972.361145
259.00,2340049.343047,2335795.567784
259.10,2341934.486057,2337664.648967
259.20,2342602.234129,2338296.068348
259.30,2341580.488571,2337234.160106
259.40,2339658.662973,2335286.284823
259.50,2338012.192892,2333638.350401
259.60,2337002.820972,2332650.296568
259.70,2337636.371428,2333311.671895
259.80,2339506.508534,2335197.140006
259.90,2341245.734890,2336927.650861
260.00,2342363.221368,2338012.612683
260.10,2342019.332789,2337627.030452
260.20,2340534.013679,2336109.878942
260.30,2338446.163951,2334014.498814
260.40,2337294.442741,2332879.336633
260.50,2337400.662323,2333013.883843
260.60,2338897.845001,2334531.266186
260.70,2340896.117339,2336526.708086
260.80,2342189.410608,2337792.138367
260.90,2342209.879640,2337771.122100
261.00,2340952.216475,2336477.591494
261.10,2338920.189166,2334431.868368
261.20,2337222.312990,2332746.421149
261.30,2337151.585107,2332702.883773
261.40,2338266.845009,2333841.961930
261.50,2340347.096605,2335924.714827
261.60,2342066.667824,2337620.555200
261.70,2342537.589260,2338050.810594
261.80,2341416.217327,2336890.875160
261.90,2339529.123011,2334984.676985
262.00,2337841.024324,2333304.032108
262.10,2337091.573957,2332580.999054
262.20,2337854.533504,2333370.292324
262.30,2339799.210534,2335322.276185
262.40,2341633.258242,2337136.978887
262.50,2342491.217757,2337955.629045
262.60,2341800.709926,2337224.217587
262.70,2340062.400237,2335462.319899
262.80,2338139.440056,2333542.760645
262.90,2337112.091839,2332540.033119
263.00,2337766.689133,2333222.193613
263.10,2339431.063926,2334898.057907
263.20,2341133.505265,2336585.500027
263.30,2342403.348822,2337817.442487
263.40,2341985.808561,2337357.643671
263.50,2340528.755368,2335873.125877
263.60,2338446.538981,2333790.714193
263.70,2337005.352889,2332372.635412
263.80,2337425.161418,2332820.916454
263.90,2338990.888542,2334401.136894
264.00,2341024.699289,2336422.739475
264.10,2342254.094474,2337616.408169
264.20,2342338.829095,2337657.509496
264.30,2340792.135584,2336080.986963
264.40,2338786.255423,2334071.534298
264.50,2337428.792156,2332734.903417
264.60,2337303.865585,2332639.629091
264.70,2338736.894378,2334089.497662
264.80,2340714.328207,2336057.576898
264.90,2342111.604026,2337420.584819
265.00,2342296.567765,2337561.589369
265.10,2340968.401973,2336201.284638
265.20,2339105.823537,2334332.339200
265.30,2337484.900112,2332731.050831
265.40,2337239.870070,2332515.839852
265.50,2338393.075143,2333687.907159
265.60,2340627.594214,2335914.557719
265.70,2342078.365355,2337332.308323
265.80,2342392.585484,2337602.282706
265.90,2341203.764073,2336379.738611
266.00,2339328.228454,2334496.089577
266.10,2337613.677465,2332800.123312
266.20,2337194.056059,2332410.568863
266.30,2338235.031940,2333471.559953
266.40,2340096.645251,2335327.340056
266.50,2341963.343930,2337160.996869
266.60,2342416.182096,2337569.258448
266.70,2341444.209966,2336562.312918
266.80,2339418.062196,2334527.326589
266.90,2337673.746816,2332800.975504
267.00,2337307.469768,2332464.605931
267.10,2337968.851389,2333147.242994
267.20,2340054.750842,2335227.380604
267.30,2341862.239640,2337002.200657
267.40,2342432.814022,2337527.810632
267.50,2341497.244918,2336556.835871
267.60,2339528.259909,2334578.597709
267.70,2337960.967402,2333028.809614
267.80,2337128.945464,2332227.734944
267.90,2338066.217337,2333185.698673
268.00,2339954.484261,2335068.413977
268.10,2341652.660234,2336733.794012
268.20,2342327.991552,2337363.684130
268.30,2341640.774630,2336640.613914
268.40,2339790.394031,2334781.174460
268.50,2337881.406988,2332890.940456
268.60,2337285.398626,2332325.565338
268.70,2338070.968981,2333131.704832
268.80,2339910.454221,2334964.790254
268.90,2341611.771019,2336632.344583
269.00,2342383.126849,2337357.690295
269.10,2341504.795061,2336444.458793
269.20,2339714.044162,2334645.716230
269.30,2337949.333172,2332900.571082
269.40,2337204.378386,2332186.825696
269.50,2338054.206595,2333056.156892
269.60,2339908.703441,2334902.506081
269.70,2341632.945593,2336591.408228
269.80,2342322.254731,2337234.478175
269.90,2341665.628913,2336543.539629
270.00,2339773.226982,2334645.331234
270.10,2337862.831351,2332756.485558
270.20,2337141.810538,2332066.871255
270.30,2338211.701112,2333154.285590
270.40,2339926.779438,2334859.026210
270.50,2341654.665756,2336549.519155
270.60,2342245.443764,2337093.949023
270.70,2341663.491009,2336479.194794
270.80,2339608.906591,2334421.911271
270.90,2337740.410917,2332577.012298
271.00,2337190.525038,2332058.260481
271.10,2338056.823391,2332940.347719
271.20,2340020.714327,2334890.076418
271.30,2341672.935424,2336502.623900
271.40,2342336.405682,2337119.493079
271.50,2341346.647899,2336100.241845
271.60,2339453.688520,2334207.755328
271.70,2337739.764778,2332519.559401
271.80,2337320.998826,2332131.403557
271.90,2338110.618415,2332934.008111
272.00,2340253.819022,2335058.599589
272.10,2341858.140071,2336620.657739
272.20,2342337.651216,2337054.326473
272.30,2341257.269606,2335947.927656
272.40,2339259.391145,2333955.025958
272.50,2337712.765341,2332436.363607
272.60,2337348.253170,2332101.544240
272.70,2338513.215417,2333274.751943
272.80,2340472.186516,2335210.778299
272.90,2341841.803674,2336535.953046
273.00,2342195.497811,2336845.118110
273.10,2340961.139517,2335589.340078
273.20,2339325.056602,2333962.330589
273.30,2337630.458534,2332298.533223
273.40,2337395.689146,2332091.540928
273.50,2338823.140013,2333521.708433
273.60,2340718.207325,2335388.664814
273.70,2342248.681377,2336871.880391
273.80,2342056.947349,2336638.860025
273.90,2340808.831403,2335374.665133
274.00,2338885.825916,2333466.772774
274.10,2337434.471494,2332047.721950
274.20,2337603.731331,2332241.101014
274.30,2339067.180712,2333701.178690
274.40,2340790.283467,2335390.912182
274.50,2342159.555617,2336711.486198
274.60,2342040.667921,2336554.382974
274.70,2340515.970647,2335020.622384
274.80,2338565.505957,2333090.922849
274.90,2337286.441283,2331844.975927
275.00,2337650.891614,2332228.979144
275.10,2339267.544891,2333834.866699
275.20,2341250.581903,2335778.263704
275.30,2342284.617083,2336763.641944
275.40,2341823.066419,2336269.395764
275.50,2340037.168504,2334482.390625
275.60,2338193.022324,2332664.136908
275.70,2337282.936512,2331786.220732
275.80,2338039.402050,2332555.615870
275.90,2339710.120610,2334207.549656
276.00,2341430.141789,2335883.354055
276.10,2342428.816969,2336834.231631
276.20,2341592.572823,2335972.549603
276.30,2339731.790731,2334118.889035
276.40,2337991.686538,2332409.068088
276.50,2337295.283003,2331742.474864
276.60,2338257.694888,2332709.944040
276.70,2340210.784022,2334635.184239
276.80,2341871.904036,2336248.085728
276.90,2342332.249495,2336664.668743
277.00,2341131.756643,2335447.643242
277.10,2339354.725854,2333685.834439
277.20,2337674.397450,2332038.905792
277.30,2337373.940091,2331763.271955
277.40,2338635.049260,2333019.747145
277.50,2340601.168702,2334949.661475
277.60,2341965.863874,2336264.436793
277.70,2342178.885299,2336439.385562
277.80,2340557.474891,2334811.948543
277.90,2338767.777762,2333045.395344
278.00,2337426.768287,2331738.130804
278.10,2337697.676088,2332025.959279
278.20,2339100.971568,2333414.066579
278.30,2341046.897725,2335316.350469
278.40,2342221.373594,2336441.395878
278.50,2341828.383348,2336019.414646
278.60,2340071.429997,2334267.210294
278.70,2338348.316416,2332573.673543
278.80,2337263.903011,2331520.763495
278.90,2337933.319822,2332197.111336
279.00,2339590.960866,2333828.154207
279.10,2341536.552139,2335724.411552
279.20,2342128.751259,2336271.696788
279.30,2341355.870641,2335480.755398
279.40,2339727.626320,2333867.509356
279.50,2337821.221289,2331995.438374
279.60,2337494.665012,2331693.578675
279.70,2338361.026178,2332555.189143
279.80,2340372.934991,2334529.263288
279.90,2341940.070320,2336045.133412
280.00,2342085.776246,2336153.580129
280.10,2340880.723897,2334943.379199
280.20,2338932.657214,2333020.654487
280.30,2337525.926580,2331647.979643
280.40,2337717.118187,2331854.110821
280.50,2339024.739386,2333143.291408
280.60,2340978.219576,2335050.446293
280.70,2342177.559292,2336200.365847
280.80,2341867.047363,2335863.709920
280.90,2340207.915948,2334213.238956
281.00,2338413.837637,2332451.239111
281.10,2337601.054744,2331667.793954
281.20,2338140.316308,2332209.417332
281.30,2339624.833087,2333662.358110
281.40,2341465.272808,2335451.286859
281.50,2342159.591809,2336102.834894
281.60,2341253.386834,2335184.815401
281.70,2339636.424359,2333588.386755
281.80,2337779.700122,2331767.153991
281.90,2337576.123013,2331583.519366
282.00,2338624.929630,2332619.400947
282.10,2340475.116488,2334425.994311
282.20,2341861.773239,2335761.382666
282.30,2342038.945843,2335907.024017
282.40,2340624.547914,2334496.488095
282.50,2338840.480188,2332742.804083
282.60,2337615.485332,2331549.808705
282.70,2337855.964347,2331796.916630
282.80,2339225.274444,2333137.854709
282.90,2341000.640004,2334862.320977
283.00,2342037.974360,2335853.881404
283.10,2341625.271853,2335424.927417
283.20,2339745.803399,2333564.495332
283.30,2338048.008164,2331901.755209
283.40,2337477.596316,2331354.013599
283.50,2338243.956094,2332110.315246
283.60,2340081.726386,2333905.507421
283.70,2341694.622146,2335465.854863
283.80,2342023.195395,2335760.783146
283.90,2341000.912995,2334739.782155
284.00,2339022.417649,2332791.661422
284.10,2337743.474196,2331545.391744
284.20,2337719.720345,2331529.836949
284.30,2339024.296462,2332806.648486
284.40,2341023.885595,2334754.455951
284.50,2342036.003071,2335720.233404
284.60,2341680.371609,2335347.787074
284.70,2339927.678946,2333613.849497
284.80,2338151.296429,2331872.952422
284.90,2337477.593619,2331222.067720
285.00,2338189.731095,2331923.608661
285.10,2340000.879664,2333691.346072
285.20,2341623.914250,2335261.408781
285.30,2341958.658393,2335563.046471
285.40,2340972.812404,2334579.593195
285.50,2339106.149879,2332743.928477
285.60,2337769.838266,2331440.104339
285.70,2337785.250560,2331461.891538
285.80,2338929.187379,2332576.336446
285.90,2340812.929359,2334407.456209
286.00,2342034.353702,2335582.775078
286.10,2341579.350840,2335113.610448
286.20,2340147.088952,2333701.560605
286.30,2338679.445561,2332268.996478
286.40,2337568.459492,2331179.916059
286.50,2338423.359976,2332020.270389
286.60,2340094.222665,2333645.401973
286.70,2341574.723097,2335073.411633
286.80,2342017.387558,2335485.680443
286.90,2341024.823410,2334499.491757
287.00,2339168.695890,2332676.425468
287.10,2337782.240819,2331321.049603
287.20,2337774.239150,2331314.976236
287.30,2339174.546796,2332680.464044
287.40,2340783.950322,2334236.431029
287.50,2341885.682307,2335295.102810
287.60,2341542.317187,2334942.575177
287.70,2340008.525124,2333433.530658
287.80,2338220.001792,2331681.002663
287.90,2337710.535414,2331187.161840
288.00,2338428.696342,2331884.740686
288.10,2340191.907375,2333598.054624
288.20,2341720.207799,2335075.114775
288.30,2341966.243531,2335297.211429
288.40,2340760.261702,2334104.665896
288.50,2338938.538373,2332318.336714
288.60,2337623.372157,2331030.399832
288.70,2337898.109840,2331298.667709
288.80,2339524.021798,2332882.603292
288.90,2341277.527994,2334581.368778
289.00,2341971.754136,2335239.185662
289.10,2341338.254532,2334605.604126
289.20,2339705.563624,2333003.216355
289.30,2338119.067582,2331450.498287
289.40,2337693.561185,2331032.519312
289.50,2338856.428135,2332164.619715
289.60,2340663.242032,2333917.548069
289.70,2341715.694064,2334924.117682
289.80,2341957.651168,2335151.410500
289.90,2340387.854397,2333604.272898
290.00,2338686.677942,2331939.346461
290.10,2337629.340262,2330901.494056
290.20,2337969.961180,2331224.733222
290.30,2339728.371714,2332933.652238
290.40,2341295.018058,2334447.601910
290.50,2341756.748924,2334882.865247
290.60,2341068.091780,2334204.989912
290.70,2339312.707107,2332484.850985
290.80,2337949.536229,2331149.717167
290.90,2337742.323893,2330937.761730
291.00,2338951.428571,2332105.673947
291.10,2340939.628022,2334037.699076
291.20,2341897.989866,2334958.634713
291.30,2341416.609458,2334477.249194
291.40,2339913.919446,2333005.176117
291.50,2338304.790499,2331429.774432
291.60,2337694.806834,2330826.449550
291.70,2338539.639560,2331639.410684
291.80,2340407.888529,2333452.387441
291.90,2341577.797105,2334576.828122
292.00,2341754.636433,2334741.540899
292.10,2340634.917249,2333645.395158
292.20,2338804.657107,2331851.860750
292.30,2337870.781035,2330934.411426
292.40,2338282.833155,2331324.862837
292.50,2339628.620209,2332619.787190
292.60,2341178.347738,2334117.731850
292.70,2342046.586012,2334962.263066
292.80,2340830.778003,2333763.106483
292.90,2339392.912014,2332360.796604
293.00,2337942.831224,2330935.766532
293.10,2337888.175349,2330869.940501
293.20,2339060.300103,2331996.303509
293.30,2340876.100554,2333756.493745
293.40,2341933.991246,2334781.699173
293.50,2341291.939186,2334146.707242
293.60,2339793.796253,2332682.388480
293.70,2338156.102343,2331075.561500
293.80,2337631.272758,2330549.527242
293.90,2338710.418052,2331588.911082
294.00,2340374.456558,2333196.697908
294.10,2341689.828494,2334471.560823
294.20,2341693.794353,2334472.647630
294.30,2340252.943737,2333062.096046
294.40,2338478.823624,2331322.735278
