Frequency(Hz),Magnitude(dB)
771.10,-1.36
771.60,-1.36
772.10,-1.37
772.60,-1.37
773.10,-1.37
773.60,-1.37
774.10,-1.38
774.60,-1.38
775.10,-1.38
775.60,-1.38
776.10,-1.39
776.60,-1.39
777.10,-1.39
777.60,-1.39
778.10,-1.40
778.60,-1.40
779.10,-1.40
779.60,-1.41
780.10,-1.41
780.60,-1.41
781.10,-1.41
781.60,-1.42
782.10,-1.42
782.60,-1.42
783.10,-1.42
783.60,-1.43
784.10,-1.43
784.60,-1.43
785.10,-1.43
785.60,-1.44
786.10,-1.44
786.60,-1.44
787.10,-1.45
787.60,-1.45
788.10,-1.45
788.60,-1.45
789.10,-1.46
789.60,-1.46
790.10,-1.46
790.60,-1.46
791.10,-1.47
791.60,-1.47
792.10,-1.47
792.60,-1.47
793.10,-1.48
793.60,-1.48
794.10,-1.48
794.60,-1.49
795.10,-1.49
795.60,-1.49
796.10,-1.49
796.60,-1.50
797.10,-1.50
797.60,-1.50
798.10,-1.51
798.60,-1.51
799.10,-1.51
799.60,-1.51
800.10,-1.52
800.60,-1.52
801.10,-1.52
801.60,-1.52
802.10,-1.53
802.60,-1.53
803.10,-1.53
803.60,-1.54
804.10,-1.54
804.60,-1.54
805.10,-1.54
805.60,-1.55
806.10,-1.55
806.60,-1.55
807.10,-1.56
807.60,-1.56
808.10,-1.56
808.60,-1.56
809.10,-1.57
809.60,-1.57
810.10,-1.57
810.60,-1.58
811.10,-1.58
811.60,-1.58
812.10,-1.58
812.60,-1.59
813.10,-1.59
813.60,-1.59
814.10,-1.60
814.60,-1.60
815.10,-1.60
815.60,-1.60
816.10,-1.61
816.60,-1.61
817.10,-1.61
817.60,-1.62
818.10,-1.62
818.60,-1.62
819.10,-1.63
819.60,-1.63
820.10,-1.63
820.60,-1.63
821.10,-1.64
821.60,-1.64
822.10,-1.64
822.60,-1.65
823.10,-1.65
823.60,-1.65
824.10,-1.65
824.60,-1.66
825.10,-1.66
825.60,-1.66
826.10,-1.67
826.60,-1.67
827.10,-1.67
827.60,-1.68
828.10,-1.68
828.60,-1.68
829.10,-1.69
829.60,-1.69
830.10,-1.69
830.60,-1.69
831.10,-1.70
831.60,-1.70
832.10,-1.70
832.60,-1.71
833.10,-1.71
833.60,-1.71
834.10,-1.72
834.60,-1.72
835.10,-1.72
835.60,-1.72
836.10,-1.73
836.60,-1.73
837.10,-1.73
837.60,-1.74
838.10,-1.74
838.60,-1.74
839.10,-1.75
839.60,-1.75
840.11,-1.75
840.61,-1.76
841.11,-1.76
841.61,-1.76
842.11,-1.77
842.61,-1.77
843.11,-1.77
843.61,-1.77
844.11,-1.78
844.61,-1.78
845.11,-1.78
845.61,-1.79
846.11,-1.79
846.61,-1.79
847.11,-1.80
847.61,-1.80
848.11,-1.80
848.61,-1.81
849.11,-1.81
849.61,-1.81
850.11,-1.82
850.61,-1.82
851.11,-1.82
851.61,-1.83
852.11,-1.83
852.61,-1.83
853.11,-1.84
853.61,-1.84
854.11,-1.84
854.61,-1.85
855.11,-1.85
855.61,-1.85
856.11,-1.86
856.61,-1.86
857.11,-1.86
857.61,-1.87
858.11,-1.87
858.61,-1.87
859.11,-1.88
859.61,-1.88
860.11,-1.88
860.61,-1.88
861.11,-1.89
861.61,-1.89
862.11,-1.89
862.61,-1.90
863.11,-1.90
863.61,-1.90
864.11,-1.91
864.61,-1.91
865.11,-1.92
865.61,-1.92
866.11,-1.92
866.61,-1.93
867.11,-1.93
867.61,-1.93
868.11,-1.94
868.61,-1.94
869.11,-1.94
869.61,-1.95
870.11,-1.95
870.61,-1.95
871.11,-1.96
871.61,-1.96
872.11,-1.96
872.61,-1.97
873.11,-1.97
873.61,-1.97
874.11,-1.98
874.61,-1.98
875.11,-1.98
875.61,-1.99
876.11,-1.99
876.61,-1.99
877.11,-2.00
877.61,-2.00
878.11,-2.00
878.61,-2.01
879.11,-2.01
879.61,-2.01
880.11,-2.02
880.61,-2.02
881.11,-2.02
881.61,-2.03
882.11,-2.03
882.61,-2.04
883.11,-2.04
883.61,-2.04
884.11,-2.05
884.61,-2.05
885.11,-2.05
885.61,-2.06
886.11,-2.06
886.61,-2.06
887.11,-2.07
887.61,-2.07
888.11,-2.07
888.61,-2.08
889.11,-2.08
889.61,-2.09
890.11,-2.09
890.61,-2.09
891.11,-2.10
891.61,-2.10
892.11,-2.10
892.61,-2.11
893.11,-2.11
893.61,-2.11
894.11,-2.12
894.61,-2.12
895.11,-2.13
895.61,-2.13
896.11,-2.13
896.61,-2.14
897.11,-2.14
897.61,-2.14
898.11,-2.15
898.61,-2.15
899.11,-2.15
899.61,-2.16
900.11,-2.16
900.61,-2.17
901.11,-2.17
901.61,-2.17
902.11,-2.18
902.61,-2.18
903.11,-2.18
903.61,-2.19
904.11,-2.19
904.61,-2.20
905.11,-2.20
905.61,-2.20
906.11,-2.21
906.61,-2.21
907.11,-2.21
907.61,-2.22
908.11,-2.22
908.61,-2.23
909.11,-2.23
909.61,-2.23
910.11,-2.24
910.61,-2.24
911.11,-2.24
911.61,-2.25
912.11,-2.25
912.61,-2.26
913.11,-2.26
913.61,-2.26
914.11,-2.27
914.61,-2.27
915.11,-2.28
915.61,-2.28
916.11,-2.28
916.61,-2.29
917.11,-2.29
917.61,-2.29
918.11,-2.30
918.61,-2.30
919.11,-2.31
919.61,-2.31
920.12,-2.31
920.62,-2.32
921.12,-2.32
921.62,-2.33
922.12,-2.33
922.62,-2.33
923.12,-2.34
923.62,-2.34
924.12,-2.35
924.62,-2.35
925.12,-2.35
925.62,-2.36
926.12,-2.36
926.62,-2.37
927.12,-2.37
927.62,-2.37
928.12,-2.38
928.62,-2.38
929.12,-2.39
929.62,-2.39
930.12,-2.39
930.62,-2.40
931.12,-2.40
931.62,-2.41
932.12,-2.41
932.62,-2.41
933.12,-2.42
933.62,-2.42
934.12,-2.43
934.62,-2.43
935.12,-2.43
935.62,-2.44
936.12,-2.44
936.62,-2.45
937.12,-2.45
937.62,-2.45
938.12,-2.46
938.62,-2.46
939.12,-2.47
939.62,-2.47
940.12,-2.48
940.62,-2.48
941.12,-2.48
941.62,-2.49
942.12,-2.49
942.62,-2.50
943.12,-2.50
943.62,-2.50
944.12,-2.51
944.62,-2.51
945.12,-2.52
945.62,-2.52
946.12,-2.53
946.62,-2.53
947.12,-2.53
947.62,-2.54
948.12,-2.54
948.62,-2.55
949.12,-2.55
949.62,-2.55
950.12,-2.56
950.62,-2.56
951.12,-2.57
951.62,-2.57
952.12,-2.58
952.62,-2.58
953.12,-2.58
953.62,-2.59
954.12,-2.59
954.62,-2.60
955.12,-2.60
955.62,-2.61
956.12,-2.61
956.62,-2.61
957.12,-2.62
957.62,-2.62
958.12,-2.63
958.62,-2.63
959.12,-2.64
959.62,-2.64
960.12,-2.64
960.62,-2.65
961.12,-2.65
961.62,-2.66
962.12,-2.66
962.62,-2.67
963.12,-2.67
963.62,-2.68
964.12,-2.68
964.62,-2.68
965.12,-2.69
965.62,-2.69
966.12,-2.70
966.62,-2.70
967.12,-2.71
967.62,-2.71
968.12,-2.71
968.62,-2.72
969.12,-2.72
969.62,-2.73
970.12,-2.73
970.62,-2.74
971.12,-2.74
971.62,-2.75
972.12,-2.75
972.62,-2.76
973.12,-2.76
973.62,-2.76
974.12,-2.77
974.62,-2.77
975.12,-2.78
975.62,-2.78
976.12,-2.79
976.62,-2.79
977.12,-2.80
977.62,-2.80
978.12,-2.81
978.62,-2.81
979.12,-2.81
979.62,-2.82
980.12,-2.82
980.62,-2.83
981.12,-2.83
981.62,-2.84
982.12,-2.84
982.62,-2.85
983.12,-2.85
983.62,-2.86
984.12,-2.86
984.62,-2.86
985.12,-2.87
985.62,-2.87
986.12,-2.88
986.62,-2.88
987.12,-2.89
987.62,-2.89
988.12,-2.90
988.62,-2.90
989.12,-2.91
989.62,-2.91
990.12,-2.92
990.62,-2.92
991.12,-2.93
991.62,-2.93
992.12,-2.94
992.62,-2.94
993.12,-2.94
993.62,-2.95
994.12,-2.95
994.62,-2.96
995.12,-2.96
995.62,-2.97
996.12,-2.97
996.62,-2.98
997.12,-2.98
997.62,-2.99
998.12,-2.99
998.62,-3.00
999.12,-3.00
999.62,-3.01
1000.13,-3.01
1000.63,-3.02
1001.13,-3.02
1001.63,-3.03
1002.13,-3.03
1002.63,-3.04
1003.13,-3.04
1003.63,-3.05
1004.13,-3.05
1004.63,-3.06
1005.13,-3.06
1005.63,-3.06
1006.13,-3.07
1006.63,-3.07
1007.13,-3.08
1007.63,-3.08
1008.13,-3.09
1008.63,-3.09
1009.13,-3.10
1009.63,-3.10
1010.13,-3.11
1010.63,-3.11
1011.13,-3.12
1011.63,-3.12
1012.13,-3.13
1012.63,-3.13
1013.13,-3.14
1013.63,-3.14
1014.13,-3.15
1014.63,-3.15
1015.13,-3.16
1015.63,-3.16
1016.13,-3.17
1016.63,-3.17
1017.13,-3.18
1017.63,-3.18
1018.13,-3.19
1018.63,-3.19
1019.13,-3.20
1019.63,-3.20
1020.13,-3.21
1020.63,-3.21
1021.13,-3.22
1021.63,-3.22
1022.13,-3.23
1022.63,-3.23
1023.13,-3.24
1023.63,-3.25
1024.13,-3.25
1024.63,-3.26
1025.13,-3.26
1025.63,-3.27
1026.13,-3.27
1026.63,-3.28
1027.13,-3.28
1027.63,-3.29
1028.13,-3.29
1028.63,-3.30
1029.13,-3.30
1029.63,-3.31
1030.13,-3.31
1030.63,-3.32
1031.13,-3.32
1031.63,-3.33
1032.13,-3.33
1032.63,-3.34
1033.13,-3.34
1033.63,-3.35
1034.13,-3.35
1034.63,-3.36
1035.13,-3.36
1035.63,-3.37
1036.13,-3.38
1036.63,-3.38
1037.13,-3.39
1037.63,-3.39
1038.13,-3.40
1038.63,-3.40
1039.13,-3.41
1039.63,-3.41
1040.13,-3.42
1040.63,-3.42
1041.13,-3.43
1041.63,-3.43
1042.13,-3.44
1042.63,-3.44
1043.13,-3.45
1043.63,-3.46
1044.13,-3.46
1044.63,-3.47
1045.13,-3.47
1045.63,-3.48
1046.13,-3.48
1046.63,-3.49
1047.13,-3.49
1047.63,-3.50
1048.13,-3.50
1048.63,-3.51
1049.13,-3.51
1049.63,-3.52
1050.13,-3.53
1050.63,-3.53
1051.13,-3.54
1051.63,-3.54
1052.13,-3.55
1052.63,-3.55
1053.13,-3.56
1053.63,-3.56
1054.13,-3.57
1054.63,-3.58
1055.13,-3.58
1055.63,-3.59
1056.13,-3.59
1056.63,-3.60
1057.13,-3.60
1057.63,-3.61
1058.13,-3.61
1058.63,-3.62
1059.13,-3.63
1059.63,-3.63
1060.13,-3.64
1060.63,-3.64
1061.13,-3.65
1061.63,-3.65
1062.13,-3.66
1062.63,-3.66
1063.13,-3.67
1063.63,-3.68
1064.13,-3.68
1064.63,-3.69
1065.13,-3.69
1065.63,-3.70
1066.13,-3.70
1066.63,-3.71
1067.13,-3.72
1067.63,-3.72
1068.13,-3.73
1068.63,-3.73
1069.13,-3.74
1069.63,-3.74
1070.13,-3.75
1070.63,-3.76
1071.13,-3.76
1071.63,-3.77
1072.13,-3.77
1072.63,-3.78
1073.13,-3.78
1073.63,-3.79
1074.13,-3.80
1074.63,-3.80
1075.13,-3.81
1075.63,-3.81
1076.13,-3.82
1076.63,-3.83
1077.13,-3.83
1077.63,-3.84
1078.13,-3.84
1078.63,-3.85
1079.13,-3.85
1079.63,-3.86
1080.14,-3.87
1080.64,-3.87
1081.14,-3.88
1081.64,-3.88
1082.14,-3.89
1082.64,-3.90
1083.14,-3.90
1083.64,-3.91
1084.14,-3.91
1084.64,-3.92
1085.14,-3.93
1085.64,-3.93
1086.14,-3.94
1086.64,-3.94
1087.14,-3.95
1087.64,-3.95
1088.14,-3.96
1088.64,-3.97
1089.14,-3.97
1089.64,-3.98
1090.14,-3.98
1090.64,-3.99
1091.14,-4.00
1091.64,-4.00
1092.14,-4.01
1092.64,-4.02
1093.14,-4.02
1093.64,-4.03
1094.14,-4.03
1094.64,-4.04
1095.14,-4.05
1095.64,-4.05
1096.14,-4.06
1096.64,-4.06
1097.14,-4.07
1097.64,-4.08
1098.14,-4.08
1098.64,-4.09
1099.14,-4.09
1099.64,-4.10
1100.14,-4.11
1100.64,-4.11
1101.14,-4.12
1101.64,-4.13
1102.14,-4.13
1102.64,-4.14
1103.14,-4.14
1103.64,-4.15
1104.14,-4.16
1104.64,-4.16
1105.14,-4.17
1105.64,-4.18
1106.14,-4.18
1106.64,-4.19
1107.14,-4.19
1107.64,-4.20
1108.14,-4.21
1108.64,-4.21
1109.14,-4.22
1109.64,-4.23
1110.14,-4.23
1110.64,-4.24
1111.14,-4.24
1111.64,-4.25
1112.14,-4.26
1112.64,-4.26
1113.14,-4.27
1113.64,-4.28
1114.14,-4.28
1114.64,-4.29
1115.14,-4.29
1115.64,-4.30
1116.14,-4.31
1116.64,-4.31
1117.14,-4.32
1117.64,-4.33
1118.14,-4.33
1118.64,-4.34
1119.14,-4.35
1119.64,-4.35
1120.14,-4.36
1120.64,-4.37
1121.14,-4.37
1121.64,-4.38
1122.14,-4.39
1122.64,-4.39
1123.14,-4.40
1123.64,-4.40
1124.14,-4.41
1124.64,-4.42
1125.14,-4.42
1125.64,-4.43
1126.14,-4.44
1126.64,-4.44
1127.14,-4.45
1127.64,-4.46
1128.14,-4.46
1128.64,-4.47
1129.14,-4.48
1129.64,-4.48
1130.14,-4.49
1130.64,-4.50
1131.14,-4.50
1131.64,-4.51
1132.14,-4.52
1132.64,-4.52
1133.14,-4.53
1133.64,-4.54
1134.14,-4.54
1134.64,-4.55
1135.14,-4.56
1135.64,-4.56
1136.14,-4.57
1136.64,-4.58
1137.14,-4.58
1137.64,-4.59
1138.14,-4.60
1138.64,-4.60
1139.14,-4.61
1139.64,-4.62
1140.14,-4.62
1140.64,-4.63
1141.14,-4.64
1141.64,-4.64
1142.14,-4.65
1142.64,-4.66
1143.14,-4.66
1143.64,-4.67
1144.14,-4.68
1144.64,-4.68
1145.14,-4.69
1145.64,-4.70
1146.14,-4.71
1146.64,-4.71
1147.14,-4.72
1147.64,-4.73
1148.14,-4.73
1148.64,-4.74
1149.14,-4.75
1149.64,-4.75
1150.14,-4.76
1150.64,-4.77
1151.14,-4.77
1151.64,-4.78
1152.14,-4.79
1152.64,-4.79
1153.14,-4.80
1153.64,-4.81
1154.14,-4.82
1154.64,-4.82
1155.14,-4.83
1155.64,-4.84
1156.14,-4.84
1156.64,-4.85
1157.14,-4.86
1157.64,-4.86
1158.14,-4.87
1158.64,-4.88
1159.14,-4.89
1159.64,-4.89
1160.15,-4.90
1160.65,-4.91
1161.15,-4.91
1161.65,-4.92
1162.15,-4.93
1162.65,-4.94
1163.15,-4.94
1163.65,-4.95
1164.15,-4.96
1164.65,-4.96
1165.15,-4.97
1165.65,-4.98
1166.15,-4.99
1166.65,-4.99
1167.15,-5.00
1167.65,-5.01
1168.15,-5.01
1168.65,-5.02
1169.15,-5.03
1169.65,-5.04
1170.15,-5.04
1170.65,-5.05
1171.15,-5.06
1171.65,-5.06
1172.15,-5.07
1172.65,-5.08
1173.15,-5.09
1173.65,-5.09
1174.15,-5.10
1174.65,-5.11
1175.15,-5.12
1175.65,-5.12
1176.15,-5.13
1176.65,-5.14
1177.15,-5.14
1177.65,-5.15
1178.15,-5.16
1178.65,-5.17
1179.15,-5.17
1179.65,-5.18
1180.15,-5.19
1180.65,-5.20
1181.15,-5.20
1181.65,-5.21
1182.15,-5.22
1182.65,-5.23
1183.15,-5.23
1183.65,-5.24
1184.15,-5.25
1184.65,-5.26
1185.15,-5.26
1185.65,-5.27
1186.15,-5.28
1186.65,-5.29
1187.15,-5.29
1187.65,-5.30
1188.15,-5.31
1188.65,-5.32
1189.15,-5.32
1189.65,-5.33
1190.15,-5.34
1190.65,-5.35
1191.15,-5.35
1191.65,-5.36
1192.15,-5.37
1192.65,-5.38
1193.15,-5.38
1193.65,-5.39
1194.15,-5.40
1194.65,-5.41
1195.15,-5.41
1195.65,-5.42
1196.15,-5.43
1196.65,-5.44
1197.15,-5.45
1197.65,-5.45
1198.15,-5.46
1198.65,-5.47
1199.15,-5.48
1199.65,-5.48
1200.15,-5.49
1200.65,-5.50
1201.15,-5.51
1201.65,-5.51
1202.15,-5.52
1202.65,-5.53
1203.15,-5.54
1203.65,-5.55
1204.15,-5.55
1204.65,-5.56
1205.15,-5.57
1205.65,-5.58
1206.15,-5.58
1206.65,-5.59
1207.15,-5.60
1207.65,-5.61
1208.15,-5.62
1208.65,-5.62
1209.15,-5.63
1209.65,-5.64
1210.15,-5.65
1210.65,-5.66
1211.15,-5.66
1211.65,-5.67
1212.15,-5.68
1212.65,-5.69
1213.15,-5.69
1213.65,-5.70
1214.15,-5.71
1214.65,-5.72
1215.15,-5.73
1215.65,-5.73
1216.15,-5.74
1216.65,-5.75
1217.15,-5.76
1217.65,-5.77
1218.15,-5.77
1218.65,-5.78
1219.15,-5.79
1219.65,-5.80
1220.15,-5.81
1220.65,-5.81
1221.15,-5.82
1221.65,-5.83
1222.15,-5.84
1222.65,-5.85
1223.15,-5.86
1223.65,-5.86
1224.15,-5.87
1224.65,-5.88
1225.15,-5.89
1225.65,-5.90
1226.15,-5.90
1226.65,-5.91
1227.15,-5.92
1227.65,-5.93
1228.15,-5.94
1228.65,-5.94
1229.15,-5.95
1229.65,-5.96
1230.15,-5.97
1230.65,-5.98
1231.15,-5.99
1231.65,-5.99
1232.15,-6.00
1232.65,-6.01
1233.15,-6.02
1233.65,-6.03
1234.15,-6.04
1234.65,-6.04
1235.15,-6.05
1235.65,-6.06
1236.15,-6.07
1236.65,-6.08
1237.15,-6.09
1237.65,-6.09
1238.15,-6.10
1238.65,-6.11
1239.15,-6.12
1239.65,-6.13
1240.16,-6.14
1240.66,-6.14
1241.16,-6.15
1241.66,-6.16
1242.16,-6.17
1242.66,-6.18
1243.16,-6.19
1243.66,-6.19
1244.16,-6.20
1244.66,-6.21
1245.16,-6.22
1245.66,-6.23
1246.16,-6.24
1246.66,-6.25
1247.16,-6.25
1247.66,-6.26
1248.16,-6.27
1248.66,-6.28
1249.16,-6.29
1249.66,-6.30
1250.16,-6.31
1250.66,-6.31
1251.16,-6.32
1251.66,-6.33
1252.16,-6.34
1252.66,-6.35
1253.16,-6.36
1253.66,-6.37
1254.16,-6.37
1254.66,-6.38
1255.16,-6.39
1255.66,-6.40
1256.16,-6.41
1256.66,-6.42
1257.16,-6.43
1257.66,-6.43
1258.16,-6.44
1258.66,-6.45
1259.16,-6.46
1259.66,-6.47
1260.16,-6.48
1260.66,-6.49
1261.16,-6.50
1261.66,-6.50
1262.16,-6.51
1262.66,-6.52
1263.16,-6.53
1263.66,-6.54
1264.16,-6.55
1264.66,-6.56
1265.16,-6.57
1265.66,-6.58
1266.16,-6.58
1266.66,-6.59
1267.16,-6.60
1267.66,-6.61
1268.16,-6.62
1268.66,-6.63
1269.16,-6.64
1269.66,-6.65
1270.16,-6.66
1270.66,-6.66
1271.16,-6.67
1271.66,-6.68
1272.16,-6.69
1272.66,-6.70
1273.16,-6.71
1273.66,-6.72
1274.16,-6.73
1274.66,-6.74
1275.16,-6.75
1275.66,-6.75
1276.16,-6.76
1276.66,-6.77
1277.16,-6.78
1277.66,-6.79
1278.16,-6.80
1278.66,-6.81
1279.16,-6.82
1279.66,-6.83
1280.16,-6.84
1280.66,-6.85
1281.16,-6.85
1281.66,-6.86
1282.16,-6.87
1282.66,-6.88
1283.16,-6.89
1283.66,-6.90
1284.16,-6.91
1284.66,-6.92
1285.16,-6.93
1285.66,-6.94
1286.16,-6.95
1286.66,-6.96
1287.16,-6.96
1287.66,-6.97
1288.16,-6.98
1288.66,-6.99
1289.16,-7.00
1289.66,-7.01
1290.16,-7.02
1290.66,-7.03
1291.16,-7.04
1291.66,-7.05
1292.16,-7.06
1292.66,-7.07
1293.16,-7.08
1293.66,-7.09
1294.16,-7.09
1294.66,-7.10
1295.16,-7.11
1295.66,-7.12
1296.16,-7.13
1296.66,-7.14
1297.16,-7.15
1297.66,-7.16
1298.16,-7.17
1298.66,-7.18
1299.16,-7.19
1299.66,-7.20
1300.16,-7.21
1300.66,-7.22
1301.16,-7.23
1301.66,-7.24
1302.16,-7.25
1302.66,-7.26
1303.16,-7.27
1303.66,-7.27
1304.16,-7.28
1304.66,-7.29
1305.16,-7.30
1305.66,-7.31
1306.16,-7.32
1306.66,-7.33
1307.16,-7.34
1307.66,-7.35
1308.16,-7.36
1308.66,-7.37
1309.16,-7.38
1309.66,-7.39
1310.16,-7.40
1310.66,-7.41
1311.16,-7.42
1311.66,-7.43
1312.16,-7.44
1312.66,-7.45
1313.16,-7.46
1313.66,-7.47
1314.16,-7.48
1314.66,-7.49
1315.16,-7.50
1315.66,-7.51
1316.16,-7.52
1316.66,-7.53
1317.16,-7.54
1317.66,-7.55
1318.16,-7.56
1318.66,-7.57
1319.16,-7.58
1319.66,-7.59
1320.17,-7.60
1320.67,-7.61
1321.17,-7.62
1321.67,-7.63
1322.17,-7.64
1322.67,-7.64
1323.17,-7.65
1323.67,-7.66
1324.17,-7.67
1324.67,-7.68
1325.17,-7.69
1325.67,-7.70
1326.17,-7.71
1326.67,-7.72
1327.17,-7.73
1327.67,-7.74
1328.17,-7.75
1328.67,-7.76
1329.17,-7.77
1329.67,-7.78
1330.17,-7.79
1330.67,-7.80
1331.17,-7.82
1331.67,-7.83
1332.17,-7.84
1332.67,-7.85
1333.17,-7.86
1333.67,-7.87
1334.17,-7.88
1334.67,-7.89
1335.17,-7.90
1335.67,-7.91
1336.17,-7.92
1336.67,-7.93
1337.17,-7.94
1337.67,-7.95
1338.17,-7.96
1338.67,-7.97
1339.17,-7.98
1339.67,-7.99
1340.17,-8.00
1340.67,-8.01
1341.17,-8.02
1341.67,-8.03
1342.17,-8.04
1342.67,-8.05
1343.17,-8.06
1343.67,-8.07
1344.17,-8.08
1344.67,-8.09
1345.17,-8.10
1345.67,-8.11
1346.17,-8.12
1346.67,-8.13
1347.17,-8.14
1347.67,-8.15
1348.17,-8.16
1348.67,-8.17
1349.17,-8.18
1349.67,-8.20
1350.17,-8.21
1350.67,-8.22
1351.17,-8.23
1351.67,-8.24
1352.17,-8.25
1352.67,-8.26
1353.17,-8.27
1353.67,-8.28
1354.17,-8.29
1354.67,-8.30
1355.17,-8.31
1355.67,-8.32
1356.17,-8.33
1356.67,-8.34
1357.17,-8.35
1357.67,-8.36
1358.17,-8.37
1358.67,-8.39
1359.17,-8.40
1359.67,-8.41
1360.17,-8.42
1360.67,-8.43
1361.17,-8.44
1361.67,-8.45
1362.17,-8.46
1362.67,-8.47
1363.17,-8.48
1363.67,-8.49
1364.17,-8.50
1364.67,-8.51
1365.17,-8.52
1365.67,-8.54
1366.17,-8.55
1366.67,-8.56
1367.17,-8.57
1367.67,-8.58
1368.17,-8.59
1368.67,-8.60
1369.17,-8.61
1369.67,-8.62
1370.17,-8.63
1370.67,-8.64
1371.17,-8.65
1371.67,-8.67
1372.17,-8.68
1372.67,-8.69
1373.17,-8.70
1373.67,-8.71
1374.17,-8.72
1374.67,-8.73
1375.17,-8.74
1375.67,-8.75
1376.17,-8.76
1376.67,-8.77
1377.17,-8.79
1377.67,-8.80
1378.17,-8.81
1378.67,-8.82
1379.17,-8.83
1379.67,-8.84
1380.17,-8.85
1380.67,-8.86
1381.17,-8.87
1381.67,-8.89
1382.17,-8.90
1382.67,-8.91
1383.17,-8.92
1383.67,-8.93
1384.17,-8.94
1384.67,-8.95
1385.17,-8.96
1385.67,-8.97
1386.17,-8.99
1386.67,-9.00
1387.17,-9.01
1387.67,-9.02
1388.17,-9.03
1388.67,-9.04
1389.17,-9.05
1389.67,-9.06
1390.17,-9.08
1390.67,-9.09
1391.17,-9.10
1391.67,-9.11
1392.17,-9.12
1392.67,-9.13
1393.17,-9.14
1393.67,-9.16
1394.17,-9.17
1394.67,-9.18
1395.17,-9.19
1395.67,-9.20
1396.17,-9.21
1396.67,-9.22
1397.17,-9.24
1397.67,-9.25
1398.17,-9.26
1398.67,-9.27
1399.17,-9.28
1399.67,-9.29
1400.18,-9.30
1400.68,-9.32
1401.18,-9.33
1401.68,-9.34
1402.18,-9.35
1402.68,-9.36
1403.18,-9.37
1403.68,-9.39
1404.18,-9.40
1404.68,-9.41
1405.18,-9.42
1405.68,-9.43
1406.18,-9.44
1406.68,-9.45
1407.18,-9.47
1407.68,-9.48
1408.18,-9.49
1408.68,-9.50
1409.18,-9.51
1409.68,-9.53
1410.18,-9.54
1410.68,-9.55
1411.18,-9.56
1411.68,-9.57
1412.18,-9.58
1412.68,-9.60
1413.18,-9.61
1413.68,-9.62
1414.18,-9.63
1414.68,-9.64
1415.18,-9.65
1415.68,-9.67
1416.18,-9.68
1416.68,-9.69
1417.18,-9.70
1417.68,-9.71
1418.18,-9.73
1418.68,-9.74
1419.18,-9.75
1419.68,-9.76
1420.18,-9.77
1420.68,-9.79
1421.18,-9.80
1421.68,-9.81
1422.18,-9.82
1422.68,-9.83
1423.18,-9.85
1423.68,-9.86
1424.18,-9.87
1424.68,-9.88
1425.18,-9.89
1425.68,-9.91
1426.18,-9.92
1426.68,-9.93
1427.18,-9.94
1427.68,-9.95
1428.18,-9.97
1428.68,-9.98
1429.18,-9.99
1429.68,-10.00
1430.18,-10.02
1430.68,-10.03
1431.18,-10.04
1431.68,-10.05
1432.18,-10.06
1432.68,-10.08
1433.18,-10.09
1433.68,-10.10
1434.18,-10.11
1434.68,-10.13
1435.18,-10.14
1435.68,-10.15
1436.18,-10.16
1436.68,-10.17
1437.18,-10.19
1437.68,-10.20
1438.18,-10.21
1438.68,-10.22
1439.18,-10.24
1439.68,-10.25
1440.18,-10.26
1440.68,-10.27
1441.18,-10.29
1441.68,-10.30
1442.18,-10.31
1442.68,-10.32
1443.18,-10.34
1443.68,-10.35
1444.18,-10.36
1444.68,-10.37
1445.18,-10.39
1445.68,-10.40
1446.18,-10.41
1446.68,-10.42
1447.18,-10.44
1447.68,-10.45
1448.18,-10.46
1448.68,-10.47
1449.18,-10.49
1449.68,-10.50
1450.18,-10.51
1450.68,-10.52
1451.18,-10.54
1451.68,-10.55
1452.18,-10.56
1452.68,-10.58
1453.18,-10.59
1453.68,-10.60
1454.18,-10.61
1454.68,-10.63
1455.18,-10.64
1455.68,-10.65
1456.18,-10.66
1456.68,-10.68
1457.18,-10.69
1457.68,-10.70
1458.18,-10.72
1458.68,-10.73
1459.18,-10.74
1459.68,-10.75
1460.18,-10.77
1460.68,-10.78
1461.18,-10.79
1461.68,-10.81
1462.18,-10.82
1462.68,-10.83
1463.18,-10.84
1463.68,-10.86
1464.18,-10.87
1464.68,-10.88
1465.18,-10.90
1465.68,-10.91
1466.18,-10.92
1466.68,-10.94
1467.18,-10.95
1467.68,-10.96
1468.18,-10.98
1468.68,-10.99
1469.18,-11.00
1469.68,-11.01
1470.18,-11.03
1470.68,-11.04
1471.18,-11.05
1471.68,-11.07
1472.18,-11.08
1472.68,-11.09
1473.18,-11.11
1473.68,-11.12
1474.18,-11.13
1474.68,-11.15
1475.18,-11.16
1475.68,-11.17
1476.18,-11.19
1476.68,-11.20
1477.18,-11.21
1477.68,-11.23
1478.18,-11.24
1478.68,-11.25
1479.18,-11.27
1479.68,-11.28
1480.19,-11.29
1480.69,-11.31
1481.19,-11.32
1481.69,-11.33
1482.19,-11.35
1482.69,-11.36
1483.19,-11.37
1483.69,-11.39
1484.19,-11.40
1484.69,-11.41
1485.19,-11.43
1485.69,-11.44
1486.19,-11.45
1486.69,-11.47
1487.19,-11.48
1487.69,-11.50
1488.19,-11.51
1488.69,-11.52
1489.19,-11.54
1489.69,-11.55
1490.19,-11.56
1490.69,-11.58
1491.19,-11.59
1491.69,-11.60
1492.19,-11.62
