Frequency(Hz),Magnitude(dB)
772.60,-1.94
773.10,-1.94
773.60,-1.94
774.10,-1.94
774.60,-1.94
775.10,-1.95
775.60,-1.95
776.10,-1.95
776.60,-1.95
777.10,-1.96
777.60,-1.96
778.10,-1.96
778.60,-1.96
779.10,-1.97
779.60,-1.97
780.10,-1.97
780.60,-1.97
781.10,-1.98
781.60,-1.98
782.10,-1.98
782.60,-1.98
783.10,-1.99
783.60,-1.99
784.10,-1.99
784.60,-1.99
785.10,-2.00
785.60,-2.00
786.10,-2.00
786.60,-2.00
787.10,-2.01
787.60,-2.01
788.10,-2.01
788.60,-2.01
789.10,-2.01
789.60,-2.02
790.10,-2.02
790.60,-2.02
791.10,-2.02
791.60,-2.03
792.10,-2.03
792.60,-2.03
793.10,-2.03
793.60,-2.04
794.10,-2.04
794.60,-2.04
795.10,-2.04
795.60,-2.05
796.10,-2.05
796.60,-2.05
797.10,-2.05
797.60,-2.06
798.10,-2.06
798.60,-2.06
799.10,-2.06
799.60,-2.07
800.10,-2.07
800.60,-2.07
801.10,-2.07
801.60,-2.08
802.10,-2.08
802.60,-2.08
803.10,-2.08
803.60,-2.09
804.10,-2.09
804.60,-2.09
805.10,-2.09
805.60,-2.10
806.10,-2.10
806.60,-2.10
807.10,-2.10
807.60,-2.11
808.10,-2.11
808.60,-2.11
809.10,-2.11
809.60,-2.12
810.10,-2.12
810.60,-2.12
811.10,-2.12
811.60,-2.13
812.10,-2.13
812.60,-2.13
813.10,-2.13
813.60,-2.14
814.10,-2.14
814.60,-2.14
815.10,-2.14
815.60,-2.15
816.10,-2.15
816.60,-2.15
817.10,-2.15
817.60,-2.16
818.10,-2.16
818.60,-2.16
819.10,-2.16
819.60,-2.17
820.10,-2.17
820.60,-2.17
821.10,-2.17
821.60,-2.18
822.10,-2.18
822.60,-2.18
823.10,-2.18
823.60,-2.19
824.10,-2.19
824.60,-2.19
825.10,-2.19
825.60,-2.20
826.10,-2.20
826.60,-2.20
827.10,-2.20
827.60,-2.21
828.10,-2.21
828.60,-2.21
829.10,-2.21
829.60,-2.22
830.10,-2.22
830.60,-2.22
831.10,-2.22
831.60,-2.23
832.10,-2.23
832.60,-2.23
833.10,-2.23
833.60,-2.24
834.10,-2.24
834.60,-2.24
835.10,-2.24
835.60,-2.25
836.10,-2.25
836.60,-2.25
837.10,-2.25
837.60,-2.26
838.10,-2.26
838.60,-2.26
839.10,-2.26
839.60,-2.27
840.11,-2.27
840.61,-2.27
841.11,-2.27
841.61,-2.28
842.11,-2.28
842.61,-2.28
843.11,-2.28
843.61,-2.29
844.11,-2.29
844.61,-2.29
845.11,-2.30
845.61,-2.30
846.11,-2.30
846.61,-2.30
847.11,-2.31
847.61,-2.31
848.11,-2.31
848.61,-2.31
849.11,-2.32
849.61,-2.32
850.11,-2.32
850.61,-2.32
851.11,-2.33
851.61,-2.33
852.11,-2.33
852.61,-2.33
853.11,-2.34
853.61,-2.34
854.11,-2.34
854.61,-2.34
855.11,-2.35
855.61,-2.35
856.11,-2.35
856.61,-2.35
857.11,-2.36
857.61,-2.36
858.11,-2.36
858.61,-2.36
859.11,-2.37
859.61,-2.37
860.11,-2.37
860.61,-2.38
861.11,-2.38
861.61,-2.38
862.11,-2.38
862.61,-2.39
863.11,-2.39
863.61,-2.39
864.11,-2.39
864.61,-2.40
865.11,-2.40
865.61,-2.40
866.11,-2.40
866.61,-2.41
867.11,-2.41
867.61,-2.41
868.11,-2.41
868.61,-2.42
869.11,-2.42
869.61,-2.42
870.11,-2.43
870.61,-2.43
871.11,-2.43
871.61,-2.43
872.11,-2.44
872.61,-2.44
873.11,-2.44
873.61,-2.44
874.11,-2.45
874.61,-2.45
875.11,-2.45
875.61,-2.45
876.11,-2.46
876.61,-2.46
877.11,-2.46
877.61,-2.46
878.11,-2.47
878.61,-2.47
879.11,-2.47
879.61,-2.48
880.11,-2.48
880.61,-2.48
881.11,-2.48
881.61,-2.49
882.11,-2.49
882.61,-2.49
883.11,-2.49
883.61,-2.50
884.11,-2.50
884.61,-2.50
885.11,-2.50
885.61,-2.51
886.11,-2.51
886.61,-2.51
887.11,-2.52
887.61,-2.52
888.11,-2.52
888.61,-2.52
889.11,-2.53
889.61,-2.53
890.11,-2.53
890.61,-2.53
891.11,-2.54
891.61,-2.54
892.11,-2.54
892.61,-2.54
893.11,-2.55
893.61,-2.55
894.11,-2.55
894.61,-2.56
895.11,-2.56
895.61,-2.56
896.11,-2.56
896.61,-2.57
897.11,-2.57
897.61,-2.57
898.11,-2.57
898.61,-2.58
899.11,-2.58
899.61,-2.58
900.11,-2.59
900.61,-2.59
901.11,-2.59
901.61,-2.59
902.11,-2.60
902.61,-2.60
903.11,-2.60
903.61,-2.60
904.11,-2.61
904.61,-2.61
905.11,-2.61
905.61,-2.62
906.11,-2.62
906.61,-2.62
907.11,-2.62
907.61,-2.63
908.11,-2.63
908.61,-2.63
909.11,-2.63
909.61,-2.64
910.11,-2.64
910.61,-2.64
911.11,-2.65
911.61,-2.65
912.11,-2.65
912.61,-2.65
913.11,-2.66
913.61,-2.66
914.11,-2.66
914.61,-2.66
915.11,-2.67
915.61,-2.67
916.11,-2.67
916.61,-2.68
917.11,-2.68
917.61,-2.68
918.11,-2.68
918.61,-2.69
919.11,-2.69
919.61,-2.69
920.12,-2.69
920.62,-2.70
921.12,-2.70
921.62,-2.70
922.12,-2.71
922.62,-2.71
923.12,-2.71
923.62,-2.71
924.12,-2.72
924.62,-2.72
925.12,-2.72
925.62,-2.72
926.12,-2.73
926.62,-2.73
927.12,-2.73
927.62,-2.74
928.12,-2.74
928.62,-2.74
929.12,-2.74
929.62,-2.75
930.12,-2.75
930.62,-2.75
931.12,-2.76
931.62,-2.76
932.12,-2.76
932.62,-2.76
933.12,-2.77
933.62,-2.77
934.12,-2.77
934.62,-2.77
935.12,-2.78
935.62,-2.78
936.12,-2.78
936.62,-2.79
937.12,-2.79
937.62,-2.79
938.12,-2.79
938.62,-2.80
939.12,-2.80
939.62,-2.80
940.12,-2.81
940.62,-2.81
941.12,-2.81
941.62,-2.81
942.12,-2.82
942.62,-2.82
943.12,-2.82
943.62,-2.82
944.12,-2.83
944.62,-2.83
945.12,-2.83
945.62,-2.84
946.12,-2.84
946.62,-2.84
947.12,-2.84
947.62,-2.85
948.12,-2.85
948.62,-2.85
949.12,-2.86
949.62,-2.86
950.12,-2.86
950.62,-2.86
951.12,-2.87
951.62,-2.87
952.12,-2.87
952.62,-2.88
953.12,-2.88
953.62,-2.88
954.12,-2.88
954.62,-2.89
955.12,-2.89
955.62,-2.89
956.12,-2.90
956.62,-2.90
957.12,-2.90
957.62,-2.90
958.12,-2.91
958.62,-2.91
959.12,-2.91
959.62,-2.92
960.12,-2.92
960.62,-2.92
961.12,-2.92
961.62,-2.93
962.12,-2.93
962.62,-2.93
963.12,-2.94
963.62,-2.94
964.12,-2.94
964.62,-2.94
965.12,-2.95
965.62,-2.95
966.12,-2.95
966.62,-2.96
967.12,-2.96
967.62,-2.96
968.12,-2.96
968.62,-2.97
969.12,-2.97
969.62,-2.97
970.12,-2.98
970.62,-2.98
971.12,-2.98
971.62,-2.98
972.12,-2.99
972.62,-2.99
973.12,-2.99
973.62,-3.00
974.12,-3.00
974.62,-3.00
975.12,-3.00
975.62,-3.01
976.12,-3.01
976.62,-3.01
977.12,-3.02
977.62,-3.02
978.12,-3.02
978.62,-3.02
979.12,-3.03
979.62,-3.03
980.12,-3.03
980.62,-3.04
981.12,-3.04
981.62,-3.04
982.12,-3.04
982.62,-3.05
983.12,-3.05
983.62,-3.05
984.12,-3.06
984.62,-3.06
985.12,-3.06
985.62,-3.06
986.12,-3.07
986.62,-3.07
987.12,-3.07
987.62,-3.08
988.12,-3.08
988.62,-3.08
989.12,-3.09
989.62,-3.09
990.12,-3.09
990.62,-3.09
991.12,-3.10
991.62,-3.10
992.12,-3.10
992.62,-3.11
993.12,-3.11
993.62,-3.11
994.12,-3.11
994.62,-3.12
995.12,-3.12
995.62,-3.12
996.12,-3.13
996.62,-3.13
997.12,-3.13
997.62,-3.13
998.12,-3.14
998.62,-3.14
999.12,-3.14
999.62,-3.15
1000.13,-3.15
1000.63,-3.15
1001.13,-3.16
1001.63,-3.16
1002.13,-3.16
1002.63,-3.16
1003.13,-3.17
1003.63,-3.17
1004.13,-3.17
1004.63,-3.18
1005.13,-3.18
1005.63,-3.18
1006.13,-3.18
1006.63,-3.19
1007.13,-3.19
1007.63,-3.19
1008.13,-3.20
1008.63,-3.20
1009.13,-3.20
1009.63,-3.21
1010.13,-3.21
1010.63,-3.21
1011.13,-3.21
1011.63,-3.22
1012.13,-3.22
1012.63,-3.22
1013.13,-3.23
1013.63,-3.23
1014.13,-3.23
1014.63,-3.23
1015.13,-3.24
1015.63,-3.24
1016.13,-3.24
1016.63,-3.25
1017.13,-3.25
1017.63,-3.25
1018.13,-3.26
1018.63,-3.26
1019.13,-3.26
1019.63,-3.26
1020.13,-3.27
1020.63,-3.27
1021.13,-3.27
1021.63,-3.28
1022.13,-3.28
1022.63,-3.28
1023.13,-3.29
1023.63,-3.29
1024.13,-3.29
1024.63,-3.29
1025.13,-3.30
1025.63,-3.30
1026.13,-3.30
1026.63,-3.31
1027.13,-3.31
1027.63,-3.31
1028.13,-3.32
1028.63,-3.32
1029.13,-3.32
1029.63,-3.32
1030.13,-3.33
1030.63,-3.33
1031.13,-3.33
1031.63,-3.34
1032.13,-3.34
1032.63,-3.34
1033.13,-3.35
1033.63,-3.35
1034.13,-3.35
1034.63,-3.35
1035.13,-3.36
1035.63,-3.36
1036.13,-3.36
1036.63,-3.37
1037.13,-3.37
1037.63,-3.37
1038.13,-3.38
1038.63,-3.38
1039.13,-3.38
1039.63,-3.38
1040.13,-3.39
1040.63,-3.39
1041.13,-3.39
1041.63,-3.40
1042.13,-3.40
1042.63,-3.40
1043.13,-3.41
1043.63,-3.41
1044.13,-3.41
1044.63,-3.41
1045.13,-3.42
1045.63,-3.42
1046.13,-3.42
1046.63,-3.43
1047.13,-3.43
1047.63,-3.43
1048.13,-3.44
1048.63,-3.44
1049.13,-3.44
1049.63,-3.45
1050.13,-3.45
1050.63,-3.45
1051.13,-3.45
1051.63,-3.46
1052.13,-3.46
1052.63,-3.46
1053.13,-3.47
1053.63,-3.47
1054.13,-3.47
1054.63,-3.48
1055.13,-3.48
1055.63,-3.48
1056.13,-3.48
1056.63,-3.49
1057.13,-3.49
1057.63,-3.49
1058.13,-3.50
1058.63,-3.50
1059.13,-3.50
1059.63,-3.51
1060.13,-3.51
1060.63,-3.51
1061.13,-3.52
1061.63,-3.52
1062.13,-3.52
1062.63,-3.52
1063.13,-3.53
1063.63,-3.53
1064.13,-3.53
1064.63,-3.54
1065.13,-3.54
1065.63,-3.54
1066.13,-3.55
1066.63,-3.55
1067.13,-3.55
1067.63,-3.56
1068.13,-3.56
1068.63,-3.56
1069.13,-3.56
1069.63,-3.57
1070.13,-3.57
1070.63,-3.57
1071.13,-3.58
1071.63,-3.58
1072.13,-3.58
1072.63,-3.59
1073.13,-3.59
1073.63,-3.59
1074.13,-3.60
1074.63,-3.60
1075.13,-3.60
1075.63,-3.60
1076.13,-3.61
1076.63,-3.61
1077.13,-3.61
1077.63,-3.62
1078.13,-3.62
1078.63,-3.62
1079.13,-3.63
1079.63,-3.63
1080.14,-3.63
1080.64,-3.64
1081.14,-3.64
1081.64,-3.64
1082.14,-3.65
1082.64,-3.65
1083.14,-3.65
1083.64,-3.65
1084.14,-3.66
1084.64,-3.66
1085.14,-3.66
1085.64,-3.67
1086.14,-3.67
1086.64,-3.67
1087.14,-3.68
1087.64,-3.68
1088.14,-3.68
1088.64,-3.69
1089.14,-3.69
1089.64,-3.69
1090.14,-3.70
1090.64,-3.70
1091.14,-3.70
1091.64,-3.70
1092.14,-3.71
1092.64,-3.71
1093.14,-3.71
1093.64,-3.72
1094.14,-3.72
1094.64,-3.72
1095.14,-3.73
1095.64,-3.73
1096.14,-3.73
1096.64,-3.74
1097.14,-3.74
1097.64,-3.74
1098.14,-3.75
1098.64,-3.75
1099.14,-3.75
1099.64,-3.75
1100.14,-3.76
1100.64,-3.76
1101.14,-3.76
1101.64,-3.77
1102.14,-3.77
1102.64,-3.77
1103.14,-3.78
1103.64,-3.78
1104.14,-3.78
1104.64,-3.79
1105.14,-3.79
1105.64,-3.79
1106.14,-3.80
1106.64,-3.80
1107.14,-3.80
1107.64,-3.81
1108.14,-3.81
1108.64,-3.81
1109.14,-3.81
1109.64,-3.82
1110.14,-3.82
1110.64,-3.82
1111.14,-3.83
1111.64,-3.83
1112.14,-3.83
1112.64,-3.84
1113.14,-3.84
1113.64,-3.84
1114.14,-3.85
1114.64,-3.85
1115.14,-3.85
1115.64,-3.86
1116.14,-3.86
1116.64,-3.86
1117.14,-3.87
1117.64,-3.87
1118.14,-3.87
1118.64,-3.88
1119.14,-3.88
1119.64,-3.88
1120.14,-3.88
1120.64,-3.89
1121.14,-3.89
1121.64,-3.89
1122.14,-3.90
1122.64,-3.90
1123.14,-3.90
1123.64,-3.91
1124.14,-3.91
1124.64,-3.91
1125.14,-3.92
1125.64,-3.92
1126.14,-3.92
1126.64,-3.93
1127.14,-3.93
1127.64,-3.93
1128.14,-3.94
1128.64,-3.94
1129.14,-3.94
1129.64,-3.95
1130.14,-3.95
1130.64,-3.95
1131.14,-3.96
1131.64,-3.96
1132.14,-3.96
1132.64,-3.97
1133.14,-3.97
1133.64,-3.97
1134.14,-3.97
1134.64,-3.98
1135.14,-3.98
1135.64,-3.98
1136.14,-3.99
1136.64,-3.99
1137.14,-3.99
1137.64,-4.00
1138.14,-4.00
1138.64,-4.00
1139.14,-4.01
1139.64,-4.01
1140.14,-4.01
1140.64,-4.02
1141.14,-4.02
1141.64,-4.02
1142.14,-4.03
1142.64,-4.03
1143.14,-4.03
1143.64,-4.04
1144.14,-4.04
1144.64,-4.04
1145.14,-4.05
1145.64,-4.05
1146.14,-4.05
1146.64,-4.06
1147.14,-4.06
1147.64,-4.06
1148.14,-4.07
1148.64,-4.07
1149.14,-4.07
1149.64,-4.08
1150.14,-4.08
1150.64,-4.08
1151.14,-4.08
1151.64,-4.09
1152.14,-4.09
1152.64,-4.09
1153.14,-4.10
1153.64,-4.10
1154.14,-4.10
1154.64,-4.11
1155.14,-4.11
1155.64,-4.11
1156.14,-4.12
1156.64,-4.12
1157.14,-4.12
1157.64,-4.13
1158.14,-4.13
1158.64,-4.13
1159.14,-4.14
1159.64,-4.14
1160.15,-4.14
1160.65,-4.15
1161.15,-4.15
1161.65,-4.15
1162.15,-4.16
1162.65,-4.16
1163.15,-4.16
1163.65,-4.17
1164.15,-4.17
1164.65,-4.17
1165.15,-4.18
1165.65,-4.18
1166.15,-4.18
1166.65,-4.19
1167.15,-4.19
1167.65,-4.19
1168.15,-4.20
1168.65,-4.20
1169.15,-4.20
1169.65,-4.21
1170.15,-4.21
1170.65,-4.21
1171.15,-4.22
1171.65,-4.22
1172.15,-4.22
1172.65,-4.23
1173.15,-4.23
1173.65,-4.23
1174.15,-4.24
1174.65,-4.24
1175.15,-4.24
1175.65,-4.25
1176.15,-4.25
1176.65,-4.25
1177.15,-4.26
1177.65,-4.26
1178.15,-4.26
1178.65,-4.27
1179.15,-4.27
1179.65,-4.27
1180.15,-4.28
1180.65,-4.28
1181.15,-4.28
1181.65,-4.29
1182.15,-4.29
1182.65,-4.29
1183.15,-4.30
1183.65,-4.30
1184.15,-4.30
1184.65,-4.31
1185.15,-4.31
1185.65,-4.31
1186.15,-4.32
1186.65,-4.32
1187.15,-4.32
1187.65,-4.33
1188.15,-4.33
1188.65,-4.33
1189.15,-4.34
1189.65,-4.34
1190.15,-4.34
1190.65,-4.35
1191.15,-4.35
1191.65,-4.35
1192.15,-4.36
1192.65,-4.36
1193.15,-4.36
1193.65,-4.37
1194.15,-4.37
1194.65,-4.37
1195.15,-4.38
1195.65,-4.38
1196.15,-4.38
1196.65,-4.39
1197.15,-4.39
1197.65,-4.39
1198.15,-4.40
1198.65,-4.40
1199.15,-4.40
1199.65,-4.41
1200.15,-4.41
1200.65,-4.41
1201.15,-4.42
1201.65,-4.42
1202.15,-4.42
1202.65,-4.43
1203.15,-4.43
1203.65,-4.43
1204.15,-4.44
1204.65,-4.44
1205.15,-4.44
1205.65,-4.45
1206.15,-4.45
1206.65,-4.45
1207.15,-4.46
1207.65,-4.46
1208.15,-4.46
1208.65,-4.47
1209.15,-4.47
1209.65,-4.47
1210.15,-4.48
1210.65,-4.48
1211.15,-4.48
1211.65,-4.49
1212.15,-4.49
1212.65,-4.49
1213.15,-4.50
1213.65,-4.50
1214.15,-4.50
1214.65,-4.51
1215.15,-4.51
1215.65,-4.51
1216.15,-4.52
1216.65,-4.52
1217.15,-4.52
1217.65,-4.53
1218.15,-4.53
1218.65,-4.53
1219.15,-4.54
1219.65,-4.54
1220.15,-4.54
1220.65,-4.55
1221.15,-4.55
1221.65,-4.55
1222.15,-4.56
1222.65,-4.56
1223.15,-4.56
1223.65,-4.57
1224.15,-4.57
1224.65,-4.57
1225.15,-4.58
1225.65,-4.58
1226.15,-4.58
1226.65,-4.59
1227.15,-4.59
1227.65,-4.60
1228.15,-4.60
1228.65,-4.60
1229.15,-4.61
1229.65,-4.61
1230.15,-4.61
1230.65,-4.62
1231.15,-4.62
1231.65,-4.62
1232.15,-4.63
1232.65,-4.63
1233.15,-4.63
1233.65,-4.64
1234.15,-4.64
1234.65,-4.64
1235.15,-4.65
1235.65,-4.65
1236.15,-4.65
1236.65,-4.66
1237.15,-4.66
1237.65,-4.66
1238.15,-4.67
1238.65,-4.67
1239.15,-4.67
1239.65,-4.68
1240.16,-4.68
1240.66,-4.68
1241.16,-4.69
1241.66,-4.69
1242.16,-4.69
1242.66,-4.70
1243.16,-4.70
1243.66,-4.70
1244.16,-4.71
1244.66,-4.71
1245.16,-4.72
1245.66,-4.72
1246.16,-4.72
1246.66,-4.73
1247.16,-4.73
1247.66,-4.73
1248.16,-4.74
1248.66,-4.74
1249.16,-4.74
1249.66,-4.75
1250.16,-4.75
1250.66,-4.75
1251.16,-4.76
1251.66,-4.76
1252.16,-4.76
1252.66,-4.77
1253.16,-4.77
1253.66,-4.77
1254.16,-4.78
1254.66,-4.78
1255.16,-4.78
1255.66,-4.79
1256.16,-4.79
1256.66,-4.79
1257.16,-4.80
1257.66,-4.80
1258.16,-4.81
1258.66,-4.81
1259.16,-4.81
1259.66,-4.82
1260.16,-4.82
1260.66,-4.82
1261.16,-4.83
1261.66,-4.83
1262.16,-4.83
1262.66,-4.84
1263.16,-4.84
1263.66,-4.84
1264.16,-4.85
1264.66,-4.85
1265.16,-4.85
1265.66,-4.86
1266.16,-4.86
1266.66,-4.86
1267.16,-4.87
1267.66,-4.87
1268.16,-4.87
1268.66,-4.88
1269.16,-4.88
1269.66,-4.89
1270.16,-4.89
1270.66,-4.89
1271.16,-4.90
1271.66,-4.90
1272.16,-4.90
1272.66,-4.91
1273.16,-4.91
1273.66,-4.91
1274.16,-4.92
1274.66,-4.92
1275.16,-4.92
1275.66,-4.93
1276.16,-4.93
1276.66,-4.93
1277.16,-4.94
1277.66,-4.94
1278.16,-4.94
1278.66,-4.95
1279.16,-4.95
1279.66,-4.96
1280.16,-4.96
1280.66,-4.96
1281.16,-4.97
1281.66,-4.97
1282.16,-4.97
1282.66,-4.98
1283.16,-4.98
1283.66,-4.98
1284.16,-4.99
1284.66,-4.99
1285.16,-4.99
1285.66,-5.00
1286.16,-5.00
1286.66,-5.00
1287.16,-5.01
1287.66,-5.01
1288.16,-5.02
1288.66,-5.02
1289.16,-5.02
1289.66,-5.03
1290.16,-5.03
1290.66,-5.03
1291.16,-5.04
1291.66,-5.04
1292.16,-5.04
1292.66,-5.05
1293.16,-5.05
1293.66,-5.05
1294.16,-5.06
1294.66,-5.06
1295.16,-5.06
1295.66,-5.07
1296.16,-5.07
1296.66,-5.08
1297.16,-5.08
1297.66,-5.08
1298.16,-5.09
1298.66,-5.09
1299.16,-5.09
1299.66,-5.10
1300.16,-5.10
1300.66,-5.10
1301.16,-5.11
1301.66,-5.11
1302.16,-5.11
1302.66,-5.12
1303.16,-5.12
1303.66,-5.12
1304.16,-5.13
1304.66,-5.13
1305.16,-5.14
1305.66,-5.14
1306.16,-5.14
1306.66,-5.15
1307.16,-5.15
1307.66,-5.15
1308.16,-5.16
1308.66,-5.16
1309.16,-5.16
1309.66,-5.17
1310.16,-5.17
1310.66,-5.17
1311.16,-5.18
1311.66,-5.18
1312.16,-5.19
1312.66,-5.19
1313.16,-5.19
1313.66,-5.20
1314.16,-5.20
1314.66,-5.20
1315.16,-5.21
1315.66,-5.21
1316.16,-5.21
1316.66,-5.22
1317.16,-5.22
1317.66,-5.23
1318.16,-5.23
1318.66,-5.23
1319.16,-5.24
1319.66,-5.24
1320.17,-5.24
1320.67,-5.25
1321.17,-5.25
1321.67,-5.25
1322.17,-5.26
1322.67,-5.26
1323.17,-5.26
1323.67,-5.27
1324.17,-5.27
1324.67,-5.28
1325.17,-5.28
1325.67,-5.28
1326.17,-5.29
1326.67,-5.29
1327.17,-5.29
1327.67,-5.30
1328.17,-5.30
1328.67,-5.30
1329.17,-5.31
1329.67,-5.31
1330.17,-5.32
1330.67,-5.32
1331.17,-5.32
1331.67,-5.33
1332.17,-5.33
1332.67,-5.33
1333.17,-5.34
1333.67,-5.34
1334.17,-5.34
1334.67,-5.35
1335.17,-5.35
1335.67,-5.35
1336.17,-5.36
1336.67,-5.36
1337.17,-5.37
1337.67,-5.37
1338.17,-5.37
1338.67,-5.38
1339.17,-5.38
1339.67,-5.38
1340.17,-5.39
1340.67,-5.39
1341.17,-5.39
1341.67,-5.40
1342.17,-5.40
1342.67,-5.41
1343.17,-5.41
1343.67,-5.41
1344.17,-5.42
1344.67,-5.42
1345.17,-5.42
1345.67,-5.43
1346.17,-5.43
1346.67,-5.43
1347.17,-5.44
1347.67,-5.44
1348.17,-5.45
1348.67,-5.45
1349.17,-5.45
1349.67,-5.46
1350.17,-5.46
1350.67,-5.46
1351.17,-5.47
1351.67,-5.47
1352.17,-5.47
1352.67,-5.48
1353.17,-5.48
1353.67,-5.49
1354.17,-5.49
1354.67,-5.49
1355.17,-5.50
1355.67,-5.50
1356.17,-5.50
1356.67,-5.51
1357.17,-5.51
1357.67,-5.52
1358.17,-5.52
1358.67,-5.52
1359.17,-5.53
1359.67,-5.53
1360.17,-5.53
1360.67,-5.54
1361.17,-5.54
1361.67,-5.54
1362.17,-5.55
1362.67,-5.55
1363.17,-5.56
1363.67,-5.56
1364.17,-5.56
1364.67,-5.57
1365.17,-5.57
1365.67,-5.57
1366.17,-5.58
1366.67,-5.58
1367.17,-5.58
1367.67,-5.59
1368.17,-5.59
1368.67,-5.60
1369.17,-5.60
1369.67,-5.60
1370.17,-5.61
1370.67,-5.61
1371.17,-5.61
1371.67,-5.62
1372.17,-5.62
1372.67,-5.63
1373.17,-5.63
1373.67,-5.63
1374.17,-5.64
1374.67,-5.64
1375.17,-5.64
1375.67,-5.65
1376.17,-5.65
1376.67,-5.65
1377.17,-5.66
1377.67,-5.66
1378.17,-5.67
1378.67,-5.67
1379.17,-5.67
1379.67,-5.68
1380.17,-5.68
1380.67,-5.68
1381.17,-5.69
1381.67,-5.69
1382.17,-5.70
1382.67,-5.70
1383.17,-5.70
1383.67,-5.71
1384.17,-5.71
1384.67,-5.71
1385.17,-5.72
1385.67,-5.72
1386.17,-5.73
1386.67,-5.73
1387.17,-5.73
1387.67,-5.74
1388.17,-5.74
1388.67,-5.74
1389.17,-5.75
1389.67,-5.75
1390.17,-5.76
1390.67,-5.76
1391.17,-5.76
1391.67,-5.77
1392.17,-5.77
1392.67,-5.77
1393.17,-5.78
1393.67,-5.78
1394.17,-5.79
1394.67,-5.79
1395.17,-5.79
1395.67,-5.80
1396.17,-5.80
1396.67,-5.80
1397.17,-5.81
1397.67,-5.81
1398.17,-5.81
1398.67,-5.82
1399.17,-5.82
1399.67,-5.83
1400.18,-5.83
1400.68,-5.83
1401.18,-5.84
1401.68,-5.84
1402.18,-5.84
1402.68,-5.85
1403.18,-5.85
1403.68,-5.86
1404.18,-5.86
1404.68,-5.86
1405.18,-5.87
1405.68,-5.87
1406.18,-5.87
1406.68,-5.88
1407.18,-5.88
1407.68,-5.89
1408.18,-5.89
1408.68,-5.89
1409.18,-5.90
1409.68,-5.90
1410.18,-5.90
1410.68,-5.91
1411.18,-5.91
1411.68,-5.92
1412.18,-5.92
1412.68,-5.92
1413.18,-5.93
1413.68,-5.93
1414.18,-5.94
1414.68,-5.94
1415.18,-5.94
1415.68,-5.95
1416.18,-5.95
1416.68,-5.95
1417.18,-5.96
1417.68,-5.96
1418.18,-5.97
1418.68,-5.97
1419.18,-5.97
1419.68,-5.98
1420.18,-5.98
1420.68,-5.98
1421.18,-5.99
1421.68,-5.99
1422.18,-6.00
1422.68,-6.00
1423.18,-6.00
1423.68,-6.01
1424.18,-6.01
1424.68,-6.01
1425.18,-6.02
1425.68,-6.02
1426.18,-6.03
1426.68,-6.03
1427.18,-6.03
1427.68,-6.04
1428.18,-6.04
1428.68,-6.04
1429.18,-6.05
1429.68,-6.05
1430.18,-6.06
1430.68,-6.06
1431.18,-6.06
1431.68,-6.07
1432.18,-6.07
1432.68,-6.08
1433.18,-6.08
1433.68,-6.08
1434.18,-6.09
1434.68,-6.09
1435.18,-6.09
1435.68,-6.10
1436.18,-6.10
1436.68,-6.11
1437.18,-6.11
1437.68,-6.11
1438.18,-6.12
1438.68,-6.12
1439.18,-6.12
1439.68,-6.13
1440.18,-6.13
1440.68,-6.14
1441.18,-6.14
1441.68,-6.14
1442.18,-6.15
1442.68,-6.15
1443.18,-6.16
1443.68,-6.16
1444.18,-6.16
1444.68,-6.17
1445.18,-6.17
1445.68,-6.17
1446.18,-6.18
1446.68,-6.18
1447.18,-6.19
1447.68,-6.19
1448.18,-6.19
1448.68,-6.20
1449.18,-6.20
1449.68,-6.21
1450.18,-6.21
1450.68,-6.21
1451.18,-6.22
1451.68,-6.22
1452.18,-6.22
1452.68,-6.23
1453.18,-6.23
1453.68,-6.24
1454.18,-6.24
1454.68,-6.24
1455.18,-6.25
1455.68,-6.25
1456.18,-6.25
1456.68,-6.26
1457.18,-6.26
1457.68,-6.27
1458.18,-6.27
1458.68,-6.27
1459.18,-6.28
1459.68,-6.28
1460.18,-6.29
1460.68,-6.29
1461.18,-6.29
1461.68,-6.30
1462.18,-6.30
1462.68,-6.31
1463.18,-6.31
1463.68,-6.31
1464.18,-6.32
1464.68,-6.32
1465.18,-6.32
1465.68,-6.33
1466.18,-6.33
1466.68,-6.34
1467.18,-6.34
1467.68,-6.34
1468.18,-6.35
1468.68,-6.35
1469.18,-6.36
1469.68,-6.36
1470.18,-6.36
1470.68,-6.37
1471.18,-6.37
1471.68,-6.37
1472.18,-6.38
1472.68,-6.38
1473.18,-6.39
1473.68,-6.39
1474.18,-6.39
1474.68,-6.40
1475.18,-6.40
1475.68,-6.41
1476.18,-6.41
1476.68,-6.41
1477.18,-6.42
1477.68,-6.42
1478.18,-6.43
1478.68,-6.43
1479.18,-6.43
1479.68,-6.44
1480.19,-6.44
1480.69,-6.44
1481.19,-6.45
1481.69,-6.45
1482.19,-6.46
1482.69,-6.46
1483.19,-6.46
1483.69,-6.47
1484.19,-6.47
1484.69,-6.48
1485.19,-6.48
1485.69,-6.48
1486.19,-6.49
1486.69,-6.49
1487.19,-6.50
1487.69,-6.50
1488.19,-6.50
1488.69,-6.51
1489.19,-6.51
1489.69,-6.51
1490.19,-6.52
1490.69,-6.52
1491.19,-6.53
1491.69,-6.53
1492.19,-6.53
1492.69,-6.54
1493.19,-6.54
1493.69,-6.55
